Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;74939.912;1265.05;6340.406;62839.549;3.915;1630.00;935.71;
1;72919.494;1127.55;6340.406;60855.810;17.467;1630.00;876.82;
2;71994.617;1054.36;6340.406;60019.632;62.878;1630.00;794.87;
3;71493.293;1036.32;6340.406;59539.085;90.328;1630.00;771.76;
4;72014.644;1042.25;6340.406;60109.418;146.508;1630.01;763.52;
5;73764.761;1095.95;6340.406;61786.807;181.792;1630.01;803.20;
6;77554.736;1332.55;19302.818;52538.820;128.355;1630.01;988.59;
7;82653.837;1537.87;19302.818;57382.454;31.524;1843.05;1137.56;
8;88136.124;1777.36;16577.379;65921.606;339.560;2154.25;1334.16;
9;91504.232;1919.33;16577.379;69111.824;132.413;2530.60;1372.21;
10;92664.800;1970.57;16577.379;70181.888;47.437;2501.64;1332.41;
11;93072.338;1994.54;16577.379;70588.774;36.697;2508.23;1339.88;
12;93138.602;1973.99;16577.379;70679.615;39.718;2501.50;1335.76;
13;93796.052;1950.53;16577.379;71371.771;39.891;2521.10;1325.51;
14;93865.190;2026.16;16577.379;71464.792;41.984;2546.75;1348.57;
15;93326.010;2010.06;16577.379;70926.021;38.487;2550.06;1345.67;
16;92749.462;1998.38;16577.379;70373.923;38.064;2576.08;1343.22;
17;91518.594;1951.07;16577.379;69161.758;16.722;2489.40;1333.37;
18;90561.614;1920.07;16577.379;68210.768;33.875;2551.75;1325.26;
19;89785.374;1864.77;16577.379;67467.559;46.089;2574.89;1295.15;
20;89512.509;1832.62;30759.230;53020.489;56.946;2622.35;1240.66;
21;88041.619;1801.87;30759.230;51704.843;45.067;2600.27;1166.27;
22;83613.273;1498.83;30759.230;47417.350;223.282;2030.22;1009.45;
23;79955.573;1308.42;30759.230;44009.127;533.194;1630.00;962.53;
