Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;76419.372;1226.91;6340.406;64075.160;2.905;1630.00;934.36;
1;74249.508;1081.12;6340.406;61867.685;14.192;1630.00;809.67;
2;73068.360;954.75;6340.406;60680.620;20.270;1630.00;686.68;
3;72598.945;898.67;6340.406;60216.473;23.225;1710.50;596.03;
4;72924.717;882.48;6340.406;60592.745;57.378;1713.67;573.67;
5;74610.668;1074.66;6340.406;62340.329;91.946;1746.05;740.93;
6;78134.056;1309.19;19302.818;52885.874;50.313;1751.23;942.50;
7;83147.993;1453.49;19302.818;57735.508;32.487;2045.62;1064.39;
8;88514.653;1798.53;16577.379;66072.329;226.527;2236.45;1259.79;
9;92060.966;1969.58;16577.379;69470.121;54.012;2590.96;1332.69;
10;93345.770;1978.00;16577.379;70753.106;35.172;2587.38;1329.75;
11;93897.534;1991.29;16577.379;71308.215;34.679;2597.26;1345.40;
12;93874.326;1979.02;16577.379;71296.204;37.521;2629.96;1330.44;
13;94430.689;1986.92;16577.379;71853.930;37.370;2643.36;1331.77;
14;94402.536;1997.66;16577.379;71885.002;36.439;2654.26;1339.52;
15;93887.350;1989.24;16577.379;71346.680;35.554;2655.86;1335.29;
16;93344.558;1997.97;16577.379;70837.495;38.835;2643.31;1340.08;
17;92313.434;1979.54;16577.379;69839.530;35.384;2642.51;1328.42;
18;91072.365;1940.60;16577.379;68648.833;56.864;2633.73;1277.56;
19;90239.323;1906.45;16577.379;67795.451;44.850;2598.84;1262.60;
20;90080.866;1837.96;30759.230;53479.675;57.210;2609.89;1166.14;
21;88761.156;1778.30;30759.230;52276.495;49.098;2599.19;952.31;
22;84299.861;1624.60;30759.230;47910.940;173.671;2272.74;948.81;
23;80504.735;1341.20;30759.230;44280.543;451.853;1630.00;945.57;
