Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;75667.212;1056.96;6340.406;63598.612;135.077;1461.17;437.99;
1;73781.501;861.20;6340.406;61732.060;163.720;1297.74;0.00;
2;72553.014;790.10;6340.406;60549.403;214.666;1113.31;0.00;
3;71705.371;755.68;6340.406;59766.063;267.373;1110.83;0.00;
4;71904.931;756.69;6340.406;60032.485;326.690;1102.98;0.00;
5;73809.136;934.67;6340.406;61953.455;329.241;1270.46;0.00;
6;76587.665;1136.72;19302.818;51654.794;265.326;1802.79;0.00;
7;81237.382;1419.64;19302.818;56060.863;163.257;1740.74;923.31;
8;86163.926;1599.20;16577.379;64022.380;464.137;1949.11;890.00;
9;89044.227;1677.69;16577.379;66728.388;278.453;2023.41;890.00;
10;89956.086;1715.25;16577.379;67539.832;205.293;1991.61;890.00;
11;90010.852;1700.27;16577.379;67563.788;176.102;2079.53;1144.96;
12;89661.793;1716.00;16577.379;67232.300;180.365;2154.22;1161.59;
13;90049.265;1704.30;16577.379;67652.144;179.578;2197.11;1138.81;
14;89404.336;1706.99;16577.379;67020.356;174.109;2220.62;1143.37;
15;88805.780;1706.79;16577.379;66426.279;173.406;2211.59;1162.96;
16;88320.388;1706.07;16577.379;65977.889;172.934;2246.39;1153.85;
17;87251.525;1701.52;16577.379;64923.282;156.191;2278.31;1141.82;
18;86577.067;1672.58;16577.379;64295.980;186.339;2211.57;1136.95;
19;85892.602;1645.07;16577.379;63630.922;214.438;2147.78;1106.56;
20;85742.791;1607.19;30759.230;49289.563;190.213;2157.02;1071.80;
21;85162.305;1616.25;30759.230;48817.056;172.722;2022.71;1105.05;
22;81806.309;1479.73;30759.230;45577.600;291.134;1896.14;1010.63;
23;78529.798;1378.44;30759.230;42685.016;716.272;1791.49;921.12;
