Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;74974.457;1375.01;6340.406;62854.673;6.100;1673.03;960.82;
1;72711.102;1355.17;6340.406;60586.937;27.859;1630.00;956.32;
2;71377.224;1262.99;6340.406;59257.113;67.375;1630.00;936.19;
3;70599.844;1190.44;6340.406;58500.402;111.608;1630.00;867.50;
4;70358.599;1143.61;6340.406;58303.379;166.166;1630.01;845.17;
5;71043.252;1007.35;6340.406;59012.537;179.524;1630.01;0.00;
6;72834.037;1068.38;19302.818;47852.654;135.657;1630.01;0.00;
7;76404.712;1218.95;19302.818;51337.245;24.242;1746.42;0.00;
8;80594.631;1508.55;16577.379;58585.584;340.232;1925.09;1121.67;
9;83560.243;1732.81;16577.379;61371.961;133.012;2225.94;1203.11;
10;84886.342;1923.33;16577.379;62637.613;64.469;2821.33;1259.27;
11;85334.421;1936.19;16577.379;63047.976;38.845;2757.00;366.67;
12;85210.244;1908.95;16577.379;62906.072;35.456;2757.00;381.32;
13;85171.909;1919.87;16577.379;62854.562;35.932;2783.14;380.00;
14;85001.165;1906.02;16577.379;62683.779;36.074;2758.14;385.00;
15;84416.528;1874.67;16577.379;62140.802;41.950;2347.13;1218.11;
16;84120.762;1831.70;16577.379;61875.974;50.928;2246.64;1191.87;
17;83715.472;1682.93;16577.379;61513.134;66.436;2120.44;1120.41;
18;82837.542;1634.07;16577.379;60703.989;90.726;2078.55;1072.91;
19;82358.311;1569.52;16577.379;60232.991;96.707;1956.98;1052.78;
20;82417.326;1569.83;30759.230;46098.688;79.128;1978.86;1045.67;
21;82217.790;1657.54;30759.230;45986.608;138.515;2166.08;1033.82;
22;79586.877;1504.70;30759.230;43494.651;319.832;2064.93;986.33;
23;76998.810;1386.52;30759.230;41276.268;728.193;1721.10;953.02;
