Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;95920.593;1162.30;10783.073;77909.325;108.619;1811.26;772.69;
1;94494.398;1111.15;10783.073;76558.621;201.573;1712.46;734.56;
2;93749.518;1086.51;10783.073;75884.061;273.083;1672.33;720.70;
3;93950.623;1072.47;10783.073;76121.002;310.119;1659.36;706.42;
4;95288.864;1110.48;10783.073;77495.415;327.037;1685.05;724.40;
5;97964.714;1184.33;10783.073;80039.980;265.469;1795.88;780.68;
6;101265.129;1421.26;27662.719;66365.692;189.803;2406.43;913.75;
7;105511.248;1619.49;27662.719;70490.339;140.583;2655.21;1074.27;
8;109211.152;1678.58;23131.862;78914.340;260.996;2733.04;1160.80;
9;111230.013;1708.00;23131.862;80852.425;179.123;2721.68;1197.54;
10;111603.939;1716.98;23131.862;81192.249;155.728;2745.71;1197.55;
11;111004.033;1731.20;23131.862;80551.482;167.080;2746.62;1197.83;
12;110138.658;1702.32;23131.862;79688.828;177.585;2745.26;1178.53;
13;110340.431;1709.96;23131.862;79897.009;143.194;2715.04;1181.54;
14;110069.050;1707.78;23131.862;79616.724;141.457;2719.13;1191.70;
15;109823.071;1696.57;23131.862;79343.777;142.864;2680.14;1192.98;
16;110122.904;1683.12;23131.862;79677.216;140.223;2685.04;1164.78;
17;110958.653;1690.14;23131.862;80519.531;98.505;2639.44;1178.56;
18;111071.586;1696.18;43537.924;60374.676;240.496;2651.86;1175.43;
19;109890.075;1702.31;43537.924;59254.003;308.888;2638.59;1171.94;
20;107768.737;1645.92;43537.924;57238.209;416.492;2659.08;1128.02;
21;105388.783;1585.93;43537.924;55122.178;544.796;2707.77;1073.10;
22;102110.904;1348.79;10783.073;84041.571;52.897;2647.00;927.11;
23;99719.990;1140.69;10783.073;81621.963;62.255;1999.72;809.32;
