Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;96197.688;1205.33;10783.073;78177.057;93.261;2529.27;788.54;
1;94480.596;1178.84;10783.073;76488.483;146.355;2518.07;766.51;
2;93790.981;1146.08;10783.073;75842.160;209.003;2506.76;733.08;
3;94000.375;1128.15;10783.073;76101.551;241.149;2513.53;699.97;
4;95283.438;1187.72;10783.073;77405.347;257.700;1881.97;748.58;
5;98091.638;1335.15;10783.073;80105.885;204.610;2609.49;803.55;
6;101375.973;1585.24;27662.719;66465.711;176.184;2691.89;976.96;
7;105776.925;1707.94;27662.719;70705.413;120.601;2843.04;998.44;
8;109575.699;1794.36;23131.862;79188.270;221.670;2826.70;1109.09;
9;111693.708;1810.86;23131.862;81181.754;146.356;2814.68;1141.51;
10;111896.757;1819.30;23131.862;81317.181;137.099;2874.31;1148.65;
11;111284.153;1826.10;23131.862;80675.331;141.343;2914.54;1195.18;
12;110471.180;1812.62;23131.862;79863.501;153.370;2939.60;1168.77;
13;110513.599;1815.89;23131.862;79911.424;122.572;2913.80;1193.73;
14;110186.635;1812.99;23131.862;79580.322;116.836;2913.78;1188.12;
15;109847.764;1793.50;23131.862;79250.319;124.907;2909.32;1157.37;
16;110064.478;1791.22;23131.862;79481.308;120.465;2932.15;1148.45;
17;110665.236;1789.11;23131.862;80156.102;104.169;2637.87;1148.52;
18;111109.982;1808.13;43537.924;60274.699;160.038;2749.09;1178.37;
19;109916.502;1787.78;43537.924;59137.659;224.131;2640.76;1171.84;
20;107742.654;1767.75;43537.924;57056.966;336.117;2842.29;1139.56;
21;105398.113;1663.21;43537.924;54946.930;452.771;2891.13;1037.05;
22;101526.769;1558.90;10783.073;83402.997;38.572;2878.21;974.64;
23;99173.337;1363.72;10783.073;80982.349;48.928;2640.48;852.11;
