Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;96829.871;1210.60;10783.073;78570.201;62.171;2558.60;742.14;
1;95190.485;1143.08;10783.073;76933.996;92.312;2541.78;680.14;
2;94484.687;1121.83;10783.073;76269.084;154.142;2528.43;658.08;
3;94614.743;1128.57;10783.073;76434.085;191.687;2518.27;664.24;
4;95797.453;1180.99;10783.073;77620.761;188.869;2527.90;691.66;
5;98444.523;1299.84;10783.073;80253.257;149.397;2602.85;752.05;
6;101604.957;1538.77;27662.719;66529.533;114.886;2685.25;902.59;
7;105880.909;1653.93;27662.719;70707.559;109.019;2819.24;975.12;
8;109477.509;1693.16;23131.862;78975.604;209.595;2856.67;1018.75;
9;111529.005;1717.77;23131.862;80938.995;156.229;2868.94;1069.20;
10;111739.095;1731.22;23131.862;81100.399;136.158;2882.65;1120.54;
11;111022.384;1783.88;23131.862;80331.107;140.557;2885.50;1133.14;
12;110266.841;1729.60;23131.862;79574.615;149.335;2880.64;1111.76;
13;110346.013;1751.17;23131.862;79698.762;123.040;2876.03;1128.61;
14;110044.926;1736.03;23131.862;79441.423;137.121;2873.29;1117.29;
15;109702.713;1709.53;23131.862;79073.201;140.259;2870.47;1059.41;
16;109828.361;1692.66;23131.862;79210.754;146.196;2880.08;1035.56;
17;110548.206;1698.94;23131.862;79965.999;129.948;2776.59;1057.43;
18;111186.879;1736.87;43537.924;60275.507;181.093;2836.57;1099.25;
19;110021.373;1740.19;43537.924;59163.512;231.410;2829.71;1113.47;
20;108074.770;1719.21;43537.924;57295.122;327.293;2891.28;1084.72;
21;105606.083;1676.04;43537.924;55061.730;430.876;3326.26;1028.26;
22;101794.007;1558.86;10783.073;83625.101;43.904;2766.84;956.42;
23;99451.080;1389.59;10783.073;81212.108;46.265;2649.98;829.69;
