Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;97117.666;1071.29;10783.073;79050.801;124.964;1891.12;622.52;
1;95468.456;996.67;10783.073;77457.801;207.897;1717.32;563.24;
2;94847.638;959.07;10783.073;76902.993;279.333;1675.30;452.69;
3;94966.685;964.83;10783.073;77048.552;312.028;1528.45;657.95;
4;96315.084;1062.72;10783.073;78415.625;330.811;1694.04;740.35;
5;99123.065;1144.71;10783.073;81180.731;270.901;1703.32;763.35;
6;102216.838;1373.04;27662.719;67330.607;190.168;2114.07;904.45;
7;106159.481;1615.14;27662.719;71181.470;142.011;2667.21;1084.06;
8;109726.337;1650.49;23131.862;79450.352;264.596;2687.15;1113.79;
9;111765.460;1659.79;23131.862;81427.503;207.203;2686.45;1121.74;
10;112002.682;1662.11;23131.862;81682.478;202.984;2690.74;1142.04;
11;111308.184;1668.53;23131.862;80975.896;203.054;2691.57;1142.97;
12;110551.381;1652.72;23131.862;80201.840;202.064;2694.10;1139.75;
13;110709.267;1658.86;23131.862;80366.562;167.379;2687.35;0.00;
14;110433.188;1655.76;23131.862;80056.458;165.501;2686.12;0.00;
15;110284.870;1647.81;23131.862;79895.490;169.905;2690.38;0.00;
16;110684.209;1645.19;23131.862;80292.355;166.769;2694.97;1131.72;
17;111447.840;1653.88;23131.862;81056.926;124.536;2652.20;0.00;
18;111721.168;1660.63;43537.924;61061.717;256.611;2648.68;1156.23;
19;110474.645;1658.03;43537.924;59881.976;324.569;2633.85;1145.03;
20;108313.076;1630.78;43537.924;57814.418;429.234;2629.41;0.00;
21;105817.370;1582.30;43537.924;55581.163;550.222;2673.24;0.00;
22;102492.575;1377.51;10783.073;84472.980;79.673;2578.97;0.00;
23;100116.695;1212.36;10783.073;82051.997;83.023;2666.86;0.00;
