Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;96381.673;1192.95;10783.073;78763.045;48.959;2503.78;758.34;
1;94768.949;1122.44;10783.073;77206.164;125.657;2487.18;693.45;
2;93939.991;1096.00;10783.073;76423.380;186.765;2483.28;680.36;
3;94136.777;1101.76;10783.073;76658.681;224.102;2485.84;680.74;
4;95449.578;1139.72;10783.073;77983.836;222.475;2486.07;701.05;
5;97971.539;1250.32;10783.073;80491.393;170.890;2515.61;778.65;
6;100995.558;1470.17;27662.719;66617.579;144.931;2584.75;942.75;
7;105090.313;1598.02;27662.719;70611.796;93.573;2700.00;940.71;
8;108831.579;1671.73;23131.862;79106.991;247.443;2783.69;941.08;
9;110796.917;1706.31;23131.862;81016.118;186.882;2872.24;909.25;
10;110825.836;1713.45;23131.862;81029.610;177.970;2891.52;907.50;
11;109913.140;1747.26;23131.862;80099.908;189.071;3031.13;906.92;
12;109133.652;1704.54;23131.862;79298.446;184.025;2804.90;906.58;
13;109409.431;1700.90;23131.862;79527.667;163.910;2807.68;906.96;
14;109233.936;1741.96;23131.862;79367.619;162.799;3010.53;908.36;
15;108941.689;1684.92;23131.862;79024.514;118.070;2778.48;941.55;
16;108974.156;1665.59;23131.862;79073.038;119.960;2735.69;942.42;
17;109731.073;1667.99;23131.862;79860.304;90.206;2661.88;942.04;
18;110711.430;1696.05;43537.924;60532.154;199.320;2714.44;940.57;
19;109745.116;1704.13;43537.924;59617.747;251.524;2747.70;908.86;
20;107763.373;1670.92;43537.924;57739.063;360.342;2755.59;905.70;
21;105274.272;1644.17;43537.924;55478.223;469.867;2773.34;940.02;
22;101525.865;1521.66;10783.073;84040.497;25.832;2675.38;949.45;
23;99236.546;1300.23;10783.073;81666.912;24.865;2507.37;850.76;
