◊‡Ò,"Œ·˙ÂÏ ÔÓÎÌÓ„Ó ÔÎ‡ÌÓ‚Ó„Ó ÔÓÚÂ·ÎÂÌËˇ, Ã¬Ú.˜","»Ì‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌ˚ı ˆÂÌ Ì‡ ÔÓÍÛÔÍÛ ˝ÎÂÍÚÓ˝ÌÂ„ËË, Û·./Ã¬Ú.˜.","Œ·˙ÂÏ ÔÓÍÛÔÍË ÔÓ Â„ÛÎËÛÂÏ˚Ï ‰Ó„Ó‚Ó‡Ï, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓÍÛÔÍË Ì‡ –—¬, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓ‰‡ÊË ‚ Ó·ÂÒÔÂ˜ÂÌËÂ –ƒ, Ã¬Ú.˜","Ã‡ÍÒËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜","ÃËÌËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜",Unnamed: 8
0,81197.957,1076.11,6817.301,68276.543,5.668,1491.44,792.05,
1,79505.17,995.91,6817.301,66561.349,5.464,1484.29,712.85,
2,78473.396,958.22,6817.301,65510.841,6.91,1482.18,668.75,
3,78064.218,945.24,6817.301,65101.771,6.159,1481.88,647.44,
4,78094.067,941.35,6817.301,65126.014,7.931,1482.41,648.4,
5,78546.268,942.44,6817.301,65599.425,18.699,1483.97,639.11,
6,80073.133,985.63,19087.336,54839.076,14.929,1761.39,662.43,
7,81451.605,1007.14,19087.336,56168.826,6.162,2033.46,674.94,
8,83708.735,1043.32,16043.297,61513.054,66.984,2054.83,675.6,
9,85753.491,1139.35,16043.297,63494.337,29.789,1766.78,814.09,
10,86279.109,1235.28,16043.297,63996.503,27.659,1764.92,912.45,
11,86292.732,1238.25,16043.297,63989.123,25.889,1763.9,932.12,
12,86104.828,1204.3,16043.297,63775.767,23.383,1763.51,898.73,
13,85943.47,1203.11,16043.297,63643.786,24.552,1762.84,906.32,
14,85754.451,1169.27,16043.297,63436.126,26.961,1762.98,864.97,
15,85676.17,1130.16,16043.297,63355.741,25.439,1763.65,808.24,
16,85750.457,1120.03,16043.297,63442.652,24.118,1763.24,786.73,
17,85951.733,1125.61,16043.297,63702.866,20.266,1763.5,787.4,
18,86575.439,1167.72,16043.297,64375.358,17.378,1763.75,820.0,
19,87505.239,1350.92,30392.387,51050.575,57.0,1763.4,965.34,
20,88241.378,1449.74,30392.387,51853.589,74.173,1803.12,1038.01,
21,86708.267,1390.45,30392.387,50366.85,101.338,1701.39,978.82,
22,83843.772,1112.52,30392.387,47512.899,187.492,1382.12,794.92,
23,80934.426,978.93,6817.301,67978.082,2.747,1375.19,675.62,
0,80107.789,998.89,6817.301,67131.902,5.732,1194.95,685.64,
1,78445.29,933.16,6817.301,65456.059,17.828,1390.66,606.0,
2,77326.189,897.6,6817.301,64334.114,26.013,1483.21,563.77,
3,76889.425,891.72,6817.301,63889.701,21.903,1484.57,557.33,
4,76986.297,876.77,6817.301,63996.823,27.025,1486.0,540.82,
5,77610.43,879.51,6817.301,64634.427,25.895,1487.44,540.18,
6,79708.205,940.22,19087.336,54488.207,13.987,1488.14,599.67,
7,81169.866,971.25,19087.336,55901.852,10.96,1490.54,616.16,
8,84226.412,1052.73,16043.297,62006.97,41.614,1598.42,723.03,
9,85923.158,1137.8,16043.297,63666.6,11.698,1579.0,806.68,
10,86328.295,1260.23,16043.297,64044.512,12.396,1533.71,918.57,
11,86410.043,1255.19,16043.297,64111.754,12.728,1561.11,917.8,
12,86229.229,1205.86,16043.297,63930.163,15.195,1540.43,875.12,
13,86137.251,1170.3,16043.297,63855.147,14.225,1577.9,851.88,
14,85980.518,1157.16,16043.297,63683.608,15.466,1593.68,830.97,
15,85868.586,1126.09,16043.297,63556.657,8.204,1573.1,792.33,
16,86008.911,1116.99,16043.297,63714.52,9.835,1557.12,776.69,
17,86141.28,1127.37,16043.297,63912.797,11.109,1531.94,779.56,
18,86716.407,1138.93,16043.297,64557.36,16.659,1499.3,791.3,
19,87899.22,1357.22,30392.387,51484.76,56.002,1595.29,948.03,
20,88558.703,1432.87,30392.387,52207.945,74.407,1872.51,1000.72,
21,86913.148,1391.35,30392.387,50590.144,98.298,1818.99,990.26,
22,84253.335,1107.85,30392.387,47906.058,177.851,1396.84,780.91,
23,81077.054,975.45,6817.301,68114.795,5.881,1488.67,659.47,
0,79949.798,983.21,6817.301,66957.503,4.079,1489.8,663.8,
1,78248.866,921.33,6817.301,65247.646,19.533,1485.86,596.73,
2,77291.324,902.71,6817.301,64294.132,25.454,1486.2,571.54,
3,76779.029,878.27,6817.301,63774.887,18.259,1487.11,544.87,
4,76893.972,864.31,6817.301,63916.261,28.77,1488.09,527.4,
5,77537.487,881.13,6817.301,64596.439,27.636,1489.74,542.33,
6,79180.674,911.43,19087.336,53939.112,12.764,1491.24,565.7,
7,81114.761,959.66,19087.336,55805.705,7.325,1539.19,624.42,
8,83942.583,1066.56,16043.297,61682.953,43.699,1552.48,719.48,
9,85762.425,1132.83,16043.297,63444.78,13.271,1555.81,815.09,
10,86319.945,1207.47,16043.297,63992.277,14.402,1559.66,885.17,
11,86291.878,1214.8,16043.297,63968.786,14.36,1513.53,890.48,
