Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;77217.274;958.38;6817.301;64815.907;22.853;1554.93;574.98;
1;75433.880;923.60;6817.301;62996.157;22.170;1536.95;543.28;
2;74410.761;893.29;6817.301;61970.293;29.414;1534.18;522.45;
3;73926.960;856.34;6817.301;61481.991;24.082;1534.93;482.85;
4;73763.567;829.98;6817.301;61346.081;42.275;1661.92;449.16;
5;74700.363;835.12;6817.301;62311.552;55.478;1662.69;449.34;
6;76901.274;911.66;19087.336;52249.412;27.990;1663.81;513.68;
7;78904.289;941.25;19087.336;54238.271;25.127;1667.81;543.13;
8;81808.797;1132.93;16043.297;60202.017;56.719;1702.93;676.24;
9;83819.937;1281.14;16043.297;62162.528;17.771;1676.62;782.73;
10;84421.787;1317.33;16043.297;62735.740;18.685;1676.00;848.16;
11;84283.623;1333.56;16043.297;62573.062;19.575;1684.08;852.76;
12;83906.265;1377.70;16043.297;62177.726;20.898;1682.66;924.13;
13;83614.537;1365.58;16043.297;61904.502;21.584;1687.98;919.27;
14;83257.540;1349.42;16043.297;61545.331;23.172;1668.49;898.10;
15;82886.184;1228.14;16043.297;61195.524;20.658;1683.68;792.74;
16;82729.847;1221.74;16043.297;61065.819;19.807;1681.11;769.03;
17;83019.272;1254.95;16043.297;61422.230;23.903;1680.22;779.52;
18;83425.352;1251.55;16043.297;61856.692;32.022;1680.27;799.34;
19;83884.926;1183.95;30392.387;48080.033;111.957;1689.81;745.68;
20;84720.210;1389.89;30392.387;48966.366;112.370;1927.63;888.31;
21;83939.328;1389.64;30392.387;48235.422;142.211;1927.10;921.48;
22;81010.010;1102.19;30392.387;45313.957;214.199;1555.02;733.55;
23;77921.015;955.66;6817.301;65542.297;20.414;1539.16;606.41;
