Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;74349.554;1197.68;6817.301;62077.815;15.266;1719.17;803.90;
1;72478.877;1133.02;6817.301;60181.740;19.116;1533.49;750.35;
2;71747.327;1049.30;6817.301;59452.890;33.639;1293.20;705.17;
3;71560.204;1030.36;6817.301;59284.602;36.295;1490.97;668.05;
4;72192.320;983.48;6817.301;59886.598;51.861;1492.65;622.16;
5;74511.745;1120.78;6817.301;62062.259;54.500;1548.32;698.31;
6;78525.876;1322.27;19087.336;53740.857;24.164;1554.83;832.15;
7;81975.057;1534.68;19087.336;57029.540;21.412;1877.44;971.47;
8;85597.266;1642.80;16043.297;63763.000;25.177;2144.89;1068.90;
9;87505.516;1668.04;16043.297;65641.629;14.221;2202.59;1153.58;
10;87842.917;1742.94;16043.297;65945.246;23.761;2305.81;1178.33;
11;87333.985;1678.90;16043.297;65419.262;26.017;2282.77;973.71;
12;86904.167;1678.10;16043.297;64985.642;32.891;2319.40;940.86;
13;86983.805;1624.15;16043.297;65081.045;33.355;2216.44;1123.93;
14;86360.872;1710.26;16043.297;64487.789;34.899;2345.17;1185.66;
15;85594.874;1679.65;16043.297;63772.971;30.891;2357.20;1152.31;
16;84897.947;1637.92;16043.297;63123.155;38.661;2321.14;1124.99;
17;84526.706;1658.94;16043.297;62791.757;33.849;2349.53;1151.17;
18;84367.407;1648.93;16043.297;62652.636;34.178;2304.90;1137.85;
19;84366.318;1632.30;30392.387;48415.932;129.857;2279.55;1125.15;
20;85060.707;1639.31;30392.387;49125.368;114.778;2417.76;1087.14;
21;84378.594;1594.96;30392.387;48660.504;152.694;2454.59;893.17;
22;80830.752;1457.28;30392.387;45209.317;260.549;2047.79;871.43;
23;76995.578;1196.81;6817.301;64594.743;2.297;1538.83;813.32;
