Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;79949.798;983.21;6817.301;66957.503;4.079;1489.80;663.80;
1;78248.866;921.33;6817.301;65247.646;19.533;1485.86;596.73;
2;77291.324;902.71;6817.301;64294.132;25.454;1486.20;571.54;
3;76779.029;878.27;6817.301;63774.887;18.259;1487.11;544.87;
4;76893.972;864.31;6817.301;63916.261;28.770;1488.09;527.40;
5;77537.487;881.13;6817.301;64596.439;27.636;1489.74;542.33;
6;79180.674;911.43;19087.336;53939.112;12.764;1491.24;565.70;
7;81114.761;959.66;19087.336;55805.705;7.325;1539.19;624.42;
8;83942.583;1066.56;16043.297;61682.953;43.699;1552.48;719.48;
9;85762.425;1132.83;16043.297;63444.780;13.271;1555.81;815.09;
10;86319.945;1207.47;16043.297;63992.277;14.402;1559.66;885.17;
11;86291.878;1214.80;16043.297;63968.786;14.360;1513.53;890.48;
12;86067.528;1183.60;16043.297;63748.670;16.959;1510.79;864.19;
13;85795.475;1169.96;16043.297;63530.132;15.225;1510.53;868.19;
14;85672.607;1179.06;16043.297;63393.761;13.879;1508.87;868.69;
15;85708.783;1171.95;16043.297;63416.699;9.221;1507.33;854.12;
16;85810.186;1143.17;16043.297;63571.655;12.187;1501.73;817.30;
17;86069.964;1175.97;16043.297;63862.618;12.361;1503.29;843.61;
18;86764.080;1207.74;16043.297;64614.966;18.570;1505.85;863.73;
19;88111.125;1366.11;30392.387;51683.402;52.232;1691.88;981.60;
20;88423.485;1435.13;30392.387;52017.086;71.224;1853.45;1024.48;
21;87078.708;1418.81;30392.387;50684.975;93.274;1809.01;1038.00;
22;84216.411;1157.99;30392.387;47830.606;170.015;1507.01;849.22;
23;81428.155;1003.70;6817.301;68419.702;5.222;1493.69;710.72;
