Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;76137.601;1103.86;6817.301;63549.137;24.572;1362.84;0.00;
1;74553.141;1026.21;6817.301;61921.600;25.210;1184.14;712.67;
2;73816.895;945.97;6817.301;61177.375;38.221;1060.56;647.12;
3;73647.112;917.68;6817.301;61007.937;41.312;996.51;292.80;
4;74210.029;949.86;6817.301;61668.849;63.478;1545.29;0.00;
5;76113.159;1055.13;6817.301;63581.294;63.542;1552.70;0.00;
6;80139.308;1333.20;19087.336;55304.682;26.877;1572.80;0.00;
7;83535.717;1526.64;19087.336;58560.853;31.134;1919.75;0.00;
8;87322.590;1605.72;16043.297;65386.097;24.938;2168.68;0.00;
9;89308.796;1695.43;16043.297;67367.290;24.552;2355.47;0.00;
10;89415.687;1745.04;16043.297;67447.194;25.455;2377.54;1190.84;
11;88936.669;1724.12;16043.297;66946.328;27.017;2352.81;1188.12;
12;88235.935;1672.85;16043.297;66250.271;29.689;2228.49;1160.48;
13;88298.113;1703.38;16043.297;66332.533;28.485;2228.77;1218.91;
14;87727.700;1689.16;16043.297;65755.186;31.472;2213.32;1212.93;
15;86981.190;1664.62;16043.297;65035.454;31.006;2216.53;1193.09;
16;86420.626;1657.82;16043.297;64515.532;32.208;2220.70;1179.96;
17;85880.332;1607.83;16043.297;64009.885;28.966;1833.82;294.92;
18;85992.352;1610.66;16043.297;64139.809;35.049;1834.69;294.79;
19;86105.565;1609.00;30392.387;49995.794;111.178;1847.39;295.53;
20;86666.953;1634.64;30392.387;50548.605;113.035;2210.11;0.00;
21;85776.303;1606.54;30392.387;49847.805;147.210;2182.22;0.00;
22;82194.291;1547.41;30392.387;46365.846;228.688;1997.36;994.20;
23;78283.521;1282.86;6817.301;65776.477;25.075;1560.99;885.62;
