Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;78427.042;1098.68;6817.301;65727.480;19.465;1585.47;854.19;
1;76281.177;976.66;6817.301;63554.179;19.233;1574.86;704.07;
2;75434.974;924.95;6817.301;62713.880;25.595;1574.13;649.89;
3;74996.532;916.12;6817.301;62269.102;30.253;1573.55;636.73;
4;74963.927;913.42;6817.301;62242.654;36.028;1575.16;624.69;
5;76030.969;915.09;6817.301;63339.081;27.483;1578.23;621.88;
6;78135.545;1080.05;19087.336;53242.295;29.486;1684.89;750.05;
7;79761.354;1275.81;19087.336;54846.952;21.548;4078.01;821.44;
8;82704.768;1481.30;16043.297;60861.430;50.226;4091.79;1013.33;
9;84632.782;1524.76;16043.297;62732.008;21.163;4117.21;1040.42;
10;85192.783;1527.11;16043.297;63278.166;18.962;4099.79;1065.45;
11;84878.620;1514.22;16043.297;62959.680;19.334;4077.66;1061.69;
12;84498.670;1468.88;16043.297;62545.041;20.998;2117.05;1094.91;
13;84312.558;1458.47;16043.297;62368.894;21.134;1903.08;1096.25;
14;83870.410;1443.12;16043.297;61915.669;21.652;1876.11;1085.65;
15;83513.446;1426.58;16043.297;61557.455;22.971;1869.46;1066.98;
16;83495.253;1431.80;16043.297;61562.635;22.940;1866.14;1067.37;
17;83450.346;1440.69;16043.297;61572.957;22.373;1877.14;1071.74;
18;83635.775;1424.05;16043.297;61804.191;23.113;1870.34;1047.60;
19;84619.153;1464.84;30392.387;48587.643;118.940;1878.44;1062.64;
20;85675.351;1572.27;30392.387;49680.247;122.609;2213.83;930.62;
21;84698.469;1513.25;30392.387;48725.610;156.012;2213.36;1084.31;
22;81680.481;1402.85;30392.387;45738.236;240.751;1837.31;1031.89;
23;78678.677;1106.08;6817.301;66042.749;18.726;1582.87;833.31;
