Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;76498.148;899.23;6817.301;63822.490;21.416;1668.28;542.02;
1;75052.162;768.33;6817.301;62380.938;20.945;1666.87;441.12;
2;74287.041;758.39;6817.301;61637.986;41.224;1668.09;424.57;
3;74065.344;754.87;6817.301;61420.816;36.629;1669.70;411.62;
4;74672.673;761.56;6817.301;62077.741;58.228;1674.07;407.79;
5;76742.542;792.42;6817.301;64150.096;72.556;1755.67;407.05;
6;80816.425;933.55;19087.336;55829.821;23.235;1678.56;0.00;
7;84084.737;1160.04;19087.336;58924.605;27.700;1710.33;733.50;
8;87486.599;1349.38;16043.297;65333.522;27.487;1725.88;877.15;
9;89149.588;1430.62;16043.297;67018.768;40.272;1770.10;913.46;
10;89266.404;1418.16;16043.297;67123.922;43.316;1758.39;826.47;
11;88765.903;1396.57;16043.297;66605.263;43.812;1730.98;808.88;
12;88053.433;1428.73;16043.297;65880.080;44.410;1821.61;690.20;
13;88125.791;1482.09;16043.297;65970.029;43.509;1857.41;686.31;
14;87586.069;1482.64;16043.297;65414.111;29.734;1856.35;716.03;
15;86935.137;1372.26;16043.297;64788.359;25.219;1742.34;778.78;
16;86559.074;1368.47;16043.297;64432.929;24.025;1720.29;881.82;
17;86407.896;1381.75;16043.297;64338.462;30.261;1730.85;893.70;
18;86665.178;1394.82;16043.297;64639.426;34.563;1723.03;869.76;
19;86821.173;1389.91;30392.387;50513.852;94.110;1731.62;891.56;
20;87049.978;1442.06;30392.387;50788.434;99.111;1801.03;908.58;
21;85875.457;1531.10;30392.387;50056.479;138.259;1945.24;984.88;
22;82509.025;1252.74;30392.387;46841.502;216.562;1574.07;806.47;
23;78790.427;1023.13;6817.301;66430.836;21.604;1561.62;639.76;
