Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;75174.546;1044.95;6799.015;62616.391;21.546;1274.73;615.39;
1;73567.205;1005.24;6799.015;61028.223;24.435;1243.22;582.45;
2;72792.255;971.36;6799.015;60257.676;36.210;1218.97;556.38;
3;72803.389;972.40;6799.015;60281.053;45.394;1234.21;557.53;
4;73736.482;1022.57;6799.015;61231.771;43.225;1315.88;578.32;
5;75581.561;1098.81;6799.015;63107.585;46.171;1407.04;610.46;
6;79042.704;1422.79;19276.993;54062.153;47.314;1786.15;783.69;
7;82365.728;1525.10;19276.993;57255.993;31.583;2145.85;819.80;
8;86206.733;1670.75;16173.223;64222.082;51.524;2325.34;940.84;
9;88466.771;1725.50;16173.223;66395.310;35.471;2494.38;876.82;
10;88413.682;1708.56;16173.223;66315.246;31.972;2484.78;1.98;
11;88476.449;1716.45;16173.223;66347.787;32.733;2483.24;2.36;
12;87903.376;1714.90;16173.223;65765.971;38.857;2479.84;872.76;
13;88099.546;1728.44;16173.223;65973.369;39.331;2486.55;879.95;
14;88138.425;1711.77;16173.223;66040.775;44.917;2531.06;922.13;
15;87618.182;1712.17;16173.223;65584.170;35.296;2487.56;926.93;
16;87333.066;1719.00;16173.223;65314.779;34.638;2482.34;930.27;
17;87022.898;1704.71;16173.223;64984.236;34.894;2477.75;901.59;
18;87482.751;1707.27;16173.223;65444.007;23.032;2382.23;888.59;
19;88588.155;1740.80;30593.860;52169.698;33.537;2487.33;916.15;
20;87449.908;1700.92;30593.860;51122.281;41.580;2489.60;881.37;
21;84902.889;1646.34;30593.860;48737.250;103.988;2388.35;888.58;
22;80736.178;1478.14;30593.860;44691.109;265.002;2175.14;813.00;
23;77251.946;1154.73;6799.015;64687.445;15.523;1524.07;665.44;
