Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;77160.155;979.23;6799.015;64286.052;10.273;1530.01;622.99;
1;75647.287;950.54;6799.015;62769.837;23.149;1530.01;588.23;
2;75005.844;922.55;6799.015;62145.375;40.674;1530.01;556.43;
3;75176.618;917.24;6799.015;62338.492;49.924;1530.01;544.30;
4;76430.143;968.08;6799.015;63585.562;39.350;1530.01;580.30;
5;78533.928;1087.16;6799.015;65688.180;35.298;1530.01;665.57;
6;81392.057;1355.68;19276.993;56064.855;42.186;1575.64;817.18;
7;85397.109;1521.10;19276.993;59882.456;10.716;1843.10;892.37;
8;89114.215;1668.73;16173.223;66810.778;62.666;2173.48;890.62;
9;91100.991;1754.55;16173.223;68707.685;23.540;2429.23;510.63;
10;91325.116;1765.82;16173.223;68900.709;15.628;2507.39;366.60;
11;90877.182;1752.69;16173.223;68424.181;16.199;2427.88;536.74;
12;90293.597;1716.36;16173.223;67862.682;24.134;2356.56;746.09;
13;90399.239;1731.40;16173.223;67968.434;23.775;2391.91;663.48;
14;90074.151;1766.38;16173.223;67687.726;24.398;2260.89;1148.31;
15;89702.637;1755.40;16173.223;67349.385;13.319;2217.97;1143.63;
16;89519.828;1739.27;16173.223;67184.453;7.693;2172.46;1119.44;
17;89518.198;1690.74;16173.223;67194.589;10.576;2137.45;1064.27;
18;90627.347;1705.86;16173.223;68325.140;8.662;2190.13;1071.35;
19;90983.121;1738.24;30593.860;54278.632;18.111;2300.12;1096.68;
20;89041.600;1666.08;30593.860;52401.238;31.377;2169.56;1043.83;
21;86367.479;1574.35;30593.860;50107.117;87.087;2078.92;988.15;
22;82655.026;1373.03;30593.860;46559.451;278.470;1718.25;892.51;
23;80028.459;1119.95;6799.015;67392.140;10.436;1530.01;742.43;
