Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;77002.723;1037.19;6799.015;64276.269;26.530;1245.84;0.00;
1;75486.831;966.71;6799.015;62756.391;32.814;1196.51;0.00;
2;74846.222;953.22;6799.015;62116.503;38.713;1196.47;0.00;
3;74851.428;958.64;6799.015;62130.855;45.762;1218.27;0.00;
4;76293.760;995.42;6799.015;63589.332;40.387;1290.54;0.00;
5;78217.681;1217.69;6799.015;65486.978;35.118;1555.89;0.65;
6;82102.416;1471.91;19276.993;56908.480;53.617;1771.37;29.72;
7;85689.121;1735.57;19276.993;60341.328;34.929;2054.64;875.29;
8;89414.408;1813.78;16173.223;67184.073;80.831;2155.31;936.78;
9;90829.832;1826.86;16173.223;68555.771;40.458;2233.24;959.62;
10;91027.797;1826.61;16173.223;68744.882;38.680;2238.40;972.11;
11;90898.257;1830.78;16173.223;68602.907;43.043;2236.01;975.72;
12;90356.314;1814.24;16173.223;68045.538;49.098;2219.65;948.68;
13;90903.734;1830.28;16173.223;68560.362;44.010;2234.40;966.82;
14;90622.411;1835.80;16173.223;68318.721;44.516;2244.68;934.62;
15;90163.931;1833.52;16173.223;67891.643;25.876;2216.60;970.22;
16;89962.571;1830.16;16173.223;67725.536;30.938;2191.18;935.43;
17;89710.861;1822.02;16173.223;67500.623;36.081;2200.35;876.13;
18;90453.130;1824.11;16173.223;68259.691;24.126;2228.66;886.50;
19;91273.047;1836.95;30593.860;54718.076;58.257;2275.58;920.74;
20;89791.130;1799.32;30593.860;53286.548;46.363;2265.37;902.96;
21;87153.526;1658.16;30593.860;50788.872;81.788;2174.97;802.30;
22;82977.096;1442.53;30593.860;46706.554;220.685;1986.81;739.91;
23;79182.045;1137.78;6799.015;66464.361;24.256;1605.52;0.00;
