Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;77789.616;1278.69;6390.534;65488.538;24.820;1976.86;900.23;
1;75607.877;1046.12;6390.534;63290.301;39.331;1630.00;724.14;
2;74231.006;951.83;6390.534;61916.348;57.355;1630.00;636.41;
3;73278.989;904.14;6390.534;60992.311;76.680;1630.00;582.23;
4;72986.413;866.44;6390.534;60753.573;116.720;1630.00;543.28;
5;73212.121;850.38;6390.534;61012.944;143.489;1630.01;529.17;
6;74995.736;775.25;19500.720;49640.714;87.969;1630.01;0.00;
7;78623.071;1098.86;19500.720;53232.099;45.690;1630.01;740.49;
8;83406.702;1507.11;16791.188;61042.128;344.038;1781.84;1034.55;
9;87474.814;1739.65;16791.188;64911.835;112.588;2497.46;1066.96;
10;89705.539;1849.83;16791.188;67094.748;50.057;2701.78;809.77;
11;90657.640;1868.79;16791.188;68051.799;37.024;2741.17;825.76;
12;91216.355;1890.86;16791.188;68651.127;46.483;2777.05;1022.64;
13;91636.965;1898.66;16791.188;69089.820;55.031;2810.65;1068.96;
14;91711.403;1922.10;16791.188;69153.314;53.661;2853.17;1072.88;
15;91504.871;1923.54;16791.188;68965.222;46.051;2877.74;889.08;
16;91546.992;1904.01;16791.188;69022.914;47.045;2877.06;823.41;
17;90959.862;1900.96;16791.188;68465.081;54.348;2854.69;1055.67;
18;90814.846;1894.87;16791.188;68352.132;64.843;2801.22;1037.11;
19;90256.686;1861.43;16791.188;67785.738;46.537;2755.13;1023.85;
20;90215.720;1846.52;31036.243;53523.769;60.132;2764.37;1020.00;
21;88455.826;1821.53;31036.243;51783.107;90.930;2754.36;933.52;
22;84166.227;1674.63;31036.243;47568.320;185.005;2508.87;0.00;
23;80719.875;1410.24;31036.243;44251.732;389.903;1952.49;299.49;
