Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;77097.418;1279.06;6390.534;64932.641;21.063;1636.01;868.71;
1;74808.662;1145.60;6390.534;62607.026;21.312;1630.01;759.19;
2;73408.838;1001.07;6390.534;61196.796;22.653;1630.00;658.13;
3;72456.609;943.98;6390.534;60243.086;25.481;1630.00;601.90;
4;71973.242;904.32;6390.534;59756.361;26.529;1630.00;563.11;
5;72203.756;903.22;6390.534;60011.253;31.424;1630.01;552.26;
6;73722.252;870.49;19500.720;48498.779;45.572;1630.01;0.00;
7;77111.617;1093.23;19500.720;51863.268;39.172;1663.00;185.81;
8;81767.445;1496.36;16791.188;59381.846;169.203;1839.73;962.31;
9;85312.799;1734.18;16791.188;62802.826;40.103;2364.84;1103.75;
10;87393.095;1859.47;16791.188;64876.374;31.020;2599.62;1241.98;
11;88315.008;1865.09;16791.188;65799.748;28.930;2636.01;1241.13;
12;88718.471;1874.01;16791.188;66233.022;31.396;2649.84;1247.74;
13;89023.241;1919.48;16791.188;66553.079;37.371;2741.55;1272.76;
14;89160.840;1967.08;16791.188;66682.260;33.032;2759.40;1301.32;
15;89129.189;1975.01;16791.188;66640.797;27.704;2805.88;1273.18;
16;89174.547;1952.37;16791.188;66691.202;25.622;2852.10;1262.25;
17;88720.232;1890.13;16791.188;66256.408;24.486;2779.33;1222.85;
18;88394.083;1886.88;16791.188;65968.982;37.444;2745.91;1217.88;
19;88470.045;1856.53;16791.188;66048.442;30.833;2635.80;1218.70;
20;88595.161;1844.00;31036.243;51994.589;62.948;2746.20;1230.89;
21;86833.135;1787.00;31036.243;50262.402;88.897;2781.02;1159.42;
22;82630.501;1686.36;31036.243;46109.750;149.305;2625.66;898.32;
23;79542.423;1409.32;31036.243;43052.705;297.135;1884.26;992.26;
