Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;78333.132;1380.89;6390.534;66123.077;16.388;2109.37;879.16;
1;76063.963;1231.29;6390.534;63806.675;16.507;1987.30;786.60;
2;74746.195;1122.52;6390.534;62473.587;15.790;1839.70;698.75;
3;73929.386;1011.71;6390.534;61646.731;17.920;1747.57;625.84;
4;73519.189;977.12;6390.534;61242.693;20.601;1667.30;592.31;
5;73968.922;959.52;6390.534;61695.969;19.423;1643.27;536.36;
6;75873.103;987.55;19500.720;50523.955;32.943;1748.12;0.00;
7;79860.957;1351.64;19500.720;54566.336;28.803;1870.83;832.12;
8;84981.195;1663.51;16791.188;62521.937;114.827;2193.07;1027.42;
9;88907.279;1871.83;16791.188;66407.258;32.995;2558.81;1182.78;
10;90841.980;1976.15;16791.188;68339.029;26.442;4543.05;1255.00;
11;91762.471;1992.33;16791.188;69276.636;25.653;4543.41;1251.47;
12;91978.188;1993.19;16791.188;69531.141;37.011;4544.53;1245.23;
13;92222.603;2013.59;16791.188;69787.594;36.085;4534.96;1267.51;
14;92283.296;2003.44;16791.188;69821.033;31.567;2964.51;1264.71;
15;91999.633;2001.67;16791.188;69546.698;34.346;2969.85;1265.09;
16;91609.458;1961.99;16791.188;69210.279;31.279;2936.69;1196.94;
17;90905.987;1933.30;16791.188;68544.138;32.887;2804.41;1181.70;
18;90250.934;1901.95;16791.188;67931.518;34.706;2771.09;1154.33;
19;90044.255;1888.31;16791.188;67752.790;45.899;2801.38;1149.02;
20;89975.114;1873.23;31036.243;53483.608;69.296;2783.38;1131.55;
21;87703.382;1840.52;31036.243;51233.846;103.178;2761.41;1132.59;
22;83413.953;1702.55;31036.243;46940.803;162.407;2632.60;1056.01;
23;80510.735;1508.63;31036.243;44074.117;315.231;2534.40;960.19;
