◊‡Ò,"Œ·˙ÂÏ ÔÓÎÌÓ„Ó ÔÎ‡ÌÓ‚Ó„Ó ÔÓÚÂ·ÎÂÌËˇ, Ã¬Ú.˜","»Ì‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌ˚ı ˆÂÌ Ì‡ ÔÓÍÛÔÍÛ ˝ÎÂÍÚÓ˝ÌÂ„ËË, Û·./Ã¬Ú.˜.","Œ·˙ÂÏ ÔÓÍÛÔÍË ÔÓ Â„ÛÎËÛÂÏ˚Ï ‰Ó„Ó‚Ó‡Ï, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓÍÛÔÍË Ì‡ –—¬, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓ‰‡ÊË ‚ Ó·ÂÒÔÂ˜ÂÌËÂ –ƒ, Ã¬Ú.˜","Ã‡ÍÒËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜","ÃËÌËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜",Unnamed: 8
0,76091.646,1039.28,6390.534,63877.631,11.732,1630.0,806.03,
1,73822.763,886.9,6390.534,61603.663,16.568,1630.0,642.8,
2,72658.739,802.63,6390.534,60510.573,49.911,1630.0,548.13,
3,72089.178,796.74,6390.534,59969.411,83.859,1630.0,532.54,
4,72517.123,398.48,6390.534,60469.715,141.95,1630.01,0.0,
5,73982.822,820.74,6390.534,62139.402,177.606,1630.01,524.75,
6,77380.343,1040.91,19500.72,52320.713,121.756,1630.01,749.99,
7,82472.751,1469.41,19500.72,57200.558,44.884,1797.17,1111.2,
8,88022.988,1777.53,16791.188,65805.169,366.868,2033.09,1369.42,
9,91569.751,1978.45,16791.188,69186.23,177.033,2491.8,1453.62,
10,92866.97,1963.5,16791.188,70363.873,66.34,2561.0,1250.94,
11,93457.41,1960.77,16791.188,70943.946,57.196,2561.0,1282.52,
12,93516.965,1949.54,16791.188,71016.436,57.53,2565.45,1217.76,
13,94376.281,1949.45,16791.188,71907.782,63.37,2585.64,1088.11,
14,94055.481,2008.86,16791.188,71620.432,56.099,2605.57,1391.44,
15,93493.439,2034.11,16791.188,71067.502,52.775,2614.6,1440.75,
16,92863.231,2034.74,16791.188,70442.132,52.048,2615.6,1441.59,
17,91712.364,2030.62,16791.188,69310.846,52.413,2595.22,1462.44,
