Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;78347.237;1055.69;6390.534;66003.410;13.275;1923.83;0.00;
1;76269.938;932.07;6390.534;63893.197;14.280;1754.80;0.00;
2;75150.807;865.70;6390.534;62771.980;16.834;1645.53;0.00;
3;74475.763;822.60;6390.534;62104.757;17.678;1630.00;0.00;
4;74688.443;809.85;6390.534;62339.104;24.612;1630.01;0.00;
5;76018.151;843.92;6390.534;63678.612;22.175;1630.01;0.00;
6;79325.924;1038.30;19500.720;53844.457;35.735;1676.51;27.31;
7;84614.857;1507.11;19500.720;59021.170;43.194;1852.12;0.00;
8;90439.296;1812.03;16791.188;67658.237;110.930;4478.12;1.13;
9;94229.298;2045.18;16791.188;71419.308;62.020;4484.37;1238.48;
10;95719.622;2066.94;16791.188;72917.190;57.828;4484.58;1248.58;
11;96393.432;2112.26;16791.188;73602.978;58.337;4484.89;1269.58;
12;96436.103;2149.17;16791.188;73691.333;66.850;4486.80;1274.73;
13;97192.053;2257.65;16791.188;74472.167;66.379;4488.09;1336.00;
14;97350.640;2504.96;16791.188;74613.259;69.344;4908.97;653.00;
15;96821.162;2397.99;16791.188;74104.636;60.871;3636.66;652.70;
16;96173.437;2462.00;16791.188;73468.216;52.583;3631.91;669.15;
17;94879.196;2354.45;16791.188;72198.032;53.158;3704.10;1318.66;
18;93801.961;2213.08;16791.188;71164.380;71.024;3164.06;1320.04;
19;93385.072;2160.36;16791.188;70761.114;64.919;3007.31;1286.59;
20;92916.986;2073.69;31036.243;56082.581;79.990;2965.86;1234.28;
21;90643.323;1990.04;31036.243;54082.050;86.589;4476.95;1213.40;
22;85759.468;1794.67;31036.243;49274.409;153.977;2684.90;1086.48;
23;82042.066;1574.51;31036.243;45624.955;303.152;2179.93;784.54;
