Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;77914.136;1195.87;6390.534;65686.119;15.552;1735.55;97.30;
1;75565.253;1069.98;6390.534;63310.500;16.980;1659.48;0.00;
2;74430.145;951.11;6390.534;62157.761;21.137;1630.00;0.00;
3;73937.124;903.95;6390.534;61669.731;25.413;1630.01;0.00;
4;74315.631;925.44;6390.534;62052.434;27.840;1630.01;0.00;
5;75717.288;1028.64;6390.534;63445.714;35.435;1691.82;0.00;
6;78934.663;1321.25;19500.720;53564.154;50.332;1829.42;736.33;
7;84281.624;1498.60;19500.720;58791.474;56.444;1867.50;905.66;
8;89832.384;1825.31;16791.188;67207.117;142.168;2566.47;1129.31;
9;93256.545;1989.86;16791.188;70563.222;64.878;2769.21;1285.72;
10;94742.299;2053.91;16791.188;72053.942;62.325;2878.28;1360.72;
11;95259.629;2060.63;16791.188;72571.752;61.176;2947.29;1340.92;
12;95298.928;2056.06;16791.188;72626.278;66.547;3046.67;1330.33;
13;96084.719;2082.04;16791.188;73428.447;70.990;3138.33;1352.18;
14;95986.505;2140.61;16791.188;73323.563;62.559;3250.25;1395.20;
15;95653.363;2225.47;16791.188;73003.238;58.879;3703.28;1402.94;
16;94990.633;2245.91;16791.188;72367.961;58.219;3683.57;1393.13;
17;93964.379;2268.20;16791.188;71338.447;58.787;3548.55;1386.29;
18;93510.931;2123.26;16791.188;70946.207;77.637;3050.91;1313.16;
19;93224.442;2112.13;16791.188;70682.952;80.761;2908.54;1289.18;
20;92463.826;2063.62;31036.243;55740.224;108.246;2827.94;1282.29;
21;90030.550;1905.50;31036.243;53411.522;116.080;2864.17;1187.30;
22;85176.264;1732.98;31036.243;48610.989;192.443;2653.21;1071.11;
23;81535.513;1443.45;31036.243;45057.849;365.614;2051.86;609.40;
