Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;76456.535;1113.69;6390.534;64469.842;16.696;1630.00;886.81;
1;74128.522;954.58;6390.534;62110.125;22.930;1630.00;718.91;
2;72797.392;879.98;6390.534;60807.213;47.588;1630.00;634.39;
3;72241.399;854.40;6390.534;60286.683;77.517;1630.00;596.77;
4;72715.151;849.76;6390.534;60837.657;142.519;1630.01;579.05;
5;74287.543;932.59;6390.534;62427.895;165.698;1630.01;654.44;
6;77725.195;1108.31;19500.720;52700.301;119.644;1630.01;822.20;
7;82910.808;1445.82;19500.720;57706.380;50.531;1928.34;1092.11;
8;88437.764;1684.66;16791.188;66271.857;368.644;2003.41;1277.46;
9;92058.113;1937.72;16791.188;69727.508;166.928;2471.51;1389.49;
10;93359.590;1988.09;16791.188;70935.888;71.784;2576.51;1399.44;
11;93958.843;2004.85;16791.188;71520.488;56.422;2579.49;1416.99;
12;94179.383;2003.10;16791.188;71756.237;62.548;2617.22;1413.78;
13;94884.769;2005.33;16791.188;72486.243;66.699;2638.25;1409.63;
14;94912.643;2064.32;16791.188;72562.186;63.269;2719.03;1438.52;
15;94369.770;2067.21;16791.188;72042.202;57.830;2746.34;1439.27;
16;93847.587;2056.94;16791.188;71542.515;57.799;2748.61;1431.75;
17;92508.610;2007.48;16791.188;70221.806;58.908;2732.15;1399.65;
18;91528.104;2008.57;16791.188;69264.244;69.815;2685.62;1428.48;
19;90722.553;1941.50;16791.188;68476.871;72.910;2599.24;1401.00;
20;90134.131;1912.23;31036.243;53654.332;73.162;2606.57;1323.11;
21;88394.698;1868.62;31036.243;52014.753;95.689;2623.30;1213.55;
22;83962.808;1684.54;31036.243;47655.079;193.277;2334.32;1035.06;
23;80339.669;1398.40;31036.243;44249.515;496.110;1726.51;993.87;
