Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;86499.487;734.54;8770.248;71113.411;82.889;1063.64;0.00;
1;84803.261;723.69;8770.248;69526.707;172.720;1058.19;0.00;
2;83800.472;701.40;8770.248;68571.398;223.989;1043.42;0.00;
3;83930.273;647.15;8770.248;68768.045;248.753;1136.54;0.00;
4;85239.544;774.88;8770.248;70072.811;234.353;1259.92;0.00;
5;87760.403;807.44;8770.248;72562.223;173.268;1303.21;0.00;
6;91005.520;1078.24;22570.597;61940.665;145.436;1489.92;0.00;
7;94646.077;1311.17;22570.597;65332.129;70.054;1695.34;96.32;
8;98137.811;1377.56;18923.683;72606.228;242.191;1837.25;825.08;
9;100200.271;1403.53;18923.683;74609.183;204.431;1975.84;0.00;
10;100444.020;1405.52;18923.683;74823.800;200.973;1980.58;0.00;
11;100103.061;1395.12;18923.683;74490.819;223.311;1969.89;0.00;
12;99584.250;1384.19;18923.683;73991.769;254.161;1943.37;0.00;
13;99889.844;1387.11;18923.683;74319.241;258.266;1944.69;0.00;
14;99985.861;1383.74;18923.683;74402.213;230.006;1935.54;0.00;
15;99703.874;1377.17;18923.683;74117.604;212.683;1830.82;820.21;
16;100329.881;1382.07;18923.683;74732.532;164.855;1842.61;796.98;
17;100565.855;1382.96;18923.683;74954.715;82.869;1853.62;789.03;
18;100490.463;1439.90;35570.746;58374.423;168.710;2209.77;0.00;
19;99205.636;1412.13;35570.746;57115.957;208.904;2196.90;0.00;
20;96929.034;1397.79;35570.746;54887.203;280.124;2202.61;808.76;
21;94771.240;1288.14;35570.746;52996.518;407.298;1794.25;761.34;
22;91150.968;1063.23;8770.248;75808.653;47.017;1512.90;0.00;
23;88938.224;823.89;8770.248;73616.566;72.649;1117.25;0.00;
