Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;90402.049;969.64;8770.248;74769.477;17.957;1270.98;555.26;
1;88639.468;933.45;8770.248;73044.264;65.386;1201.91;525.24;
2;87926.497;882.98;8770.248;72379.588;111.662;1100.00;476.99;
3;87993.757;829.48;8770.248;72484.254;147.786;1153.32;421.23;
4;89361.856;953.73;8770.248;73865.660;143.558;1243.59;509.58;
5;92318.597;1012.25;8770.248;76786.611;91.326;1321.33;546.47;
6;95739.763;1159.17;22570.597;66377.823;75.512;1417.82;629.58;
7;99753.242;1422.00;22570.597;70245.312;61.171;1834.02;813.90;
8;103053.196;1547.05;18923.683;77374.645;161.039;2154.27;0.00;
9;105155.096;1608.15;18923.683;79427.878;123.462;2208.34;882.38;
10;105388.574;1609.30;18923.683;79655.261;120.881;2197.67;888.08;
11;104927.074;1602.80;18923.683;79203.486;98.968;2167.24;888.12;
12;104377.109;1597.05;18923.683;78651.343;101.031;2143.15;886.93;
13;104751.633;1608.22;18923.683;78992.234;86.848;2138.03;885.58;
14;104842.751;1577.74;18923.683;79080.480;85.634;2102.88;899.85;
15;104915.275;1574.30;18923.683;79113.090;56.148;2108.56;886.59;
16;105939.974;1604.04;18923.683;80144.892;32.917;2160.77;882.81;
17;106565.698;1616.98;18923.683;80738.063;18.209;2233.16;881.36;
18;105883.002;1587.90;35570.746;63456.098;56.413;2240.45;0.00;
19;104221.394;1563.14;35570.746;61844.569;86.439;2253.03;0.00;
20;102204.410;1484.41;35570.746;59845.473;125.827;2186.36;0.00;
21;99734.838;1410.47;35570.746;57564.790;187.678;1740.40;277.73;
22;96061.201;1169.81;8770.248;80483.863;17.109;1678.89;680.49;
23;93452.046;1060.54;8770.248;77854.383;15.697;1487.37;609.09;
