Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;87207.920;1029.96;8770.248;71653.788;43.235;1419.82;572.34;
1;85527.050;970.40;8770.248;70023.718;101.009;1240.84;533.72;
2;84643.717;936.99;8770.248;69210.323;164.627;1174.50;504.65;
3;84209.819;899.27;8770.248;68810.386;191.962;1116.05;466.59;
4;84965.676;938.20;8770.248;69584.495;200.084;1149.28;502.30;
5;86346.896;990.03;8770.248;70927.836;149.188;1230.29;529.56;
6;87709.167;1049.16;22570.597;58514.323;152.290;1368.64;564.76;
7;90126.601;1122.54;22570.597;60875.387;93.446;1525.80;607.00;
8;93050.421;1406.38;18923.683;67589.051;234.765;2283.28;752.65;
9;95614.558;1532.83;18923.683;70043.119;147.337;2368.18;820.53;
10;96847.809;1551.99;18923.683;71170.907;115.325;2376.18;851.97;
11;97048.276;1557.80;18923.683;71347.939;114.688;2376.33;861.06;
12;96811.565;1551.52;18923.683;71122.212;133.162;2372.44;842.94;
13;96912.237;1545.07;18923.683;71195.995;132.458;2299.17;862.80;
14;97084.568;1551.78;18923.683;71363.479;127.692;2299.19;834.18;
15;97418.957;1571.54;18923.683;71746.427;87.482;2309.12;841.62;
16;98478.326;1586.44;18923.683;72881.612;60.543;2298.52;831.56;
17;99975.903;1608.25;18923.683;74390.156;28.547;2341.81;839.71;
18;99309.578;1597.38;35570.746;57179.410;115.308;2371.81;819.58;
19;97775.503;1579.89;35570.746;55674.516;146.662;2329.82;823.61;
20;95846.494;1534.84;35570.746;53760.042;196.707;2290.46;841.61;
21;93641.508;1447.43;35570.746;51649.821;315.135;2278.82;830.31;
22;90786.343;1191.63;8770.248;75302.991;32.894;2301.37;649.33;
23;88810.872;1038.76;8770.248;73321.600;31.224;1615.13;578.57;
