Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;95524.313;1172.55;9552.829;78875.760;94.182;2392.74;731.37;
1;93835.134;1112.29;9552.829;77266.625;180.473;2360.18;681.52;
2;93162.561;1058.36;9552.829;76647.521;244.257;1570.00;643.59;
3;93282.972;1060.88;9552.829;76803.337;273.983;1730.00;638.42;
4;94536.686;1104.90;9552.829;78019.527;273.204;1730.00;668.83;
5;97673.873;1247.99;9552.829;81099.187;205.383;1730.00;764.61;
6;101511.846;1444.85;24341.382;70159.756;185.357;2487.52;867.07;
7;105858.473;1697.08;24341.382;74313.359;98.484;2616.68;1025.09;
8;109448.942;1810.65;20461.833;82022.755;268.541;2675.48;1106.20;
9;111785.143;1834.21;20461.833;84342.515;209.904;2691.24;1139.10;
10;112239.390;1837.87;20461.833;84762.241;177.529;2683.07;1165.49;
11;112034.715;1855.70;20461.833;84516.091;137.807;2673.43;1188.62;
12;111598.581;1841.86;20461.833;84034.262;141.041;2667.76;1184.54;
13;111755.283;1848.97;20461.833;84184.968;142.587;2604.84;1183.53;
14;111557.075;1844.84;20461.833;84021.756;161.200;2591.76;1155.61;
15;111857.101;1836.92;20461.833;84329.051;160.478;2589.44;1139.24;
16;112662.380;1839.88;20461.833;85056.552;89.598;2614.04;1132.48;
17;112780.895;1841.11;20461.833;85237.407;42.692;2719.24;1165.93;
18;112002.202;1835.83;38292.654;66790.122;190.432;2722.64;1148.55;
19;110494.316;1805.85;38292.654;65317.173;232.206;2815.44;1141.31;
20;108208.827;1713.42;38292.654;63064.085;307.984;2747.18;1060.23;
21;105555.658;1645.89;38292.654;60605.474;376.537;2811.99;1030.68;
22;101827.585;1460.76;9552.829;85201.643;18.861;2639.17;901.06;
23;99115.833;1275.41;9552.829;82433.188;26.822;2484.43;764.96;
