Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;96614.601;1162.95;9552.829;80075.683;141.422;2400.89;754.55;
1;94799.387;1090.95;9552.829;78365.044;248.362;1570.00;679.63;
2;94063.035;1072.83;9552.829;77693.440;316.577;1570.00;645.16;
3;94417.135;1079.99;9552.829;78112.346;344.821;1570.00;646.55;
4;95678.656;1095.53;9552.829;79379.750;346.366;2300.00;649.53;
5;98466.105;1243.28;9552.829;82181.670;296.911;2300.00;756.10;
6;102149.574;1458.46;24341.382;71090.228;275.981;2495.35;883.16;
7;106499.989;1681.88;24341.382;75243.462;184.789;2837.50;1037.35;
8;110301.469;1772.15;20461.833;83233.887;401.589;2946.10;1136.57;
9;112470.493;1829.51;20461.833;85354.219;331.612;3093.91;1167.13;
10;112992.371;1860.31;20461.833;85862.753;300.723;3176.20;1166.93;
11;113096.845;1898.71;20461.833;85895.739;260.627;3231.40;1253.70;
12;112731.319;1854.20;20461.833;85508.316;248.277;3031.90;1240.22;
13;112971.422;1865.19;20461.833;85732.151;235.279;3024.20;1254.14;
14;113001.739;1858.86;20461.833;85787.401;253.517;2984.20;1230.25;
15;113333.222;1835.99;20461.833;86075.760;239.762;2980.30;1167.60;
16;113814.688;1830.66;20461.833;86517.020;155.232;2979.80;1167.14;
17;113788.186;1855.28;20461.833;86469.405;101.745;3080.00;1167.18;
18;112775.679;1873.01;38292.654;67795.778;279.685;3177.43;1167.31;
19;111197.469;1825.64;38292.654;66245.202;318.133;3023.22;1167.21;
20;108878.520;1752.01;38292.654;63941.956;369.173;2971.24;1123.79;
21;106311.846;1703.33;38292.654;61582.076;447.604;2918.30;1120.58;
22;102687.387;1450.75;9552.829;86228.203;12.132;2269.52;971.16;
23;100005.927;1219.65;9552.829;83499.970;43.461;1707.21;815.62;
