Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;87565.669;1100.04;9552.829;71278.963;340.517;1798.04;650.30;
1;85841.088;950.54;9552.829;69655.642;428.298;1709.18;35.63;
2;85170.019;962.95;9552.829;69035.111;483.773;1662.38;517.72;
3;85255.724;960.88;9552.829;69156.152;511.326;1785.70;508.63;
4;86352.559;1058.39;9552.829;70225.727;498.663;1833.70;531.59;
5;88958.959;1253.34;9552.829;72777.726;422.777;1916.13;654.95;
6;92147.260;1319.57;24341.382;61171.899;457.118;2313.62;679.19;
7;96108.579;1556.02;24341.382;64909.127;362.382;2502.69;824.10;
8;99722.052;1703.88;20461.833;72651.396;587.793;2720.04;922.81;
9;101908.875;1830.29;20461.833;74756.477;532.470;2736.53;937.50;
10;102161.779;1833.14;20461.833;74931.061;514.328;2741.17;985.21;
11;101800.359;1837.82;20461.833;74551.274;497.587;2701.77;1014.71;
12;101269.240;1823.89;20461.833;74031.773;502.922;2597.41;987.41;
13;101387.224;1837.20;20461.833;74175.493;512.829;2611.66;1000.95;
14;101399.551;1843.38;20461.833;74209.236;513.964;2595.94;1037.80;
15;101402.861;1854.20;20461.833;74210.116;498.303;2614.08;928.39;
16;102037.805;1859.40;20461.833;74836.123;452.323;2625.91;933.95;
17;103247.815;1868.16;20461.833;75929.097;269.061;2661.82;1008.55;
18;102883.862;1863.53;38292.654;57922.616;450.772;2668.60;1026.61;
19;101455.940;1824.83;38292.654;56560.360;497.518;2617.38;1020.12;
20;99383.548;1728.14;38292.654;54549.421;576.390;2551.71;925.48;
21;96884.418;1632.58;38292.654;52305.803;701.546;2420.17;919.40;
22;93309.549;1348.82;9552.829;76845.651;98.720;1963.17;740.43;
23;90579.691;1205.30;9552.829;74174.673;184.014;1883.50;649.92;
