Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;95732.759;1158.76;9552.829;79186.621;110.661;2371.08;703.72;
1;93944.086;1094.43;9552.829;77466.142;200.667;2357.91;628.74;
2;93272.784;1032.43;9552.829;76849.910;260.574;2334.57;586.86;
3;93416.173;1039.63;9552.829;77015.476;283.890;2328.71;587.73;
4;94516.924;1096.15;9552.829;78109.493;279.686;2342.09;611.00;
5;97385.956;1260.95;9552.829;80923.849;217.942;1596.03;718.58;
6;101328.879;1509.70;24341.382;70073.481;196.612;2379.49;836.41;
7;105515.899;1644.57;24341.382;74045.082;120.996;2562.27;950.68;
8;109086.056;1859.40;20461.833;81758.231;293.406;2603.70;1129.31;
9;111363.297;1882.10;20461.833;83961.566;217.534;2635.87;1146.00;
10;111722.243;1878.72;20461.833;84301.753;197.693;2615.04;1146.00;
11;111849.130;1879.33;20461.833;84410.880;182.900;2608.94;1146.00;
12;111328.647;1874.78;20461.833;83875.842;173.759;2601.07;1146.00;
13;111585.759;1875.74;20461.833;84106.023;160.640;2525.59;1146.00;
14;111688.370;1882.05;20461.833;84184.219;155.428;2533.83;1146.00;
15;111800.519;1880.29;20461.833;84281.173;129.016;2541.82;1146.00;
16;112506.612;1880.46;20461.833;84936.387;91.474;2548.98;1146.00;
17;112772.256;1883.28;20461.833;85235.154;41.522;2606.19;1146.00;
18;111906.120;1867.89;38292.654;66707.002;181.098;2653.33;1146.00;
19;110335.224;1847.66;38292.654;65171.165;224.826;2609.67;1146.00;
20;108031.980;1755.42;38292.654;62911.578;293.386;2578.94;1086.59;
21;105390.744;1594.14;38292.654;60444.741;359.198;2566.22;990.53;
22;101735.009;1370.04;9552.829;85124.940;19.636;2604.97;829.45;
23;99026.022;1212.77;9552.829;82384.740;37.066;2402.99;759.36;
