Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;96522.366;1124.82;9552.829;80036.293;170.451;1570.00;713.14;
1;94736.165;1029.16;9552.829;78353.525;274.826;1570.00;622.50;
2;94154.288;991.93;9552.829;77841.760;344.439;1570.00;576.47;
3;94458.906;904.59;9552.829;78185.546;382.036;1570.00;474.97;
4;95620.916;1021.95;9552.829;79352.874;386.201;1730.00;569.32;
5;98618.501;1238.85;9552.829;82354.156;347.733;1730.00;726.87;
6;102641.180;1356.10;24341.382;71579.992;324.470;1742.31;818.61;
7;106612.795;1609.65;24341.382;75348.901;227.730;2329.87;1011.33;
8;110261.112;1802.17;20461.833;83105.771;393.785;2674.71;1214.48;
9;112612.095;1828.97;20461.833;85390.190;293.564;2712.09;1273.67;
10;113083.292;1840.71;20461.833;85796.321;244.360;2751.89;1266.46;
11;112950.581;1870.32;20461.833;85587.004;200.482;2756.63;0.00;
12;112455.314;1855.87;20461.833;85077.098;197.685;2748.88;0.00;
13;112694.502;1870.18;20461.833;85291.695;180.796;2635.39;0.00;
14;112492.405;1857.26;20461.833;85117.391;197.150;2635.66;1268.21;
15;112756.285;1848.28;20461.833;85338.183;179.886;2643.98;0.00;
16;113350.510;1846.39;20461.833;85915.956;111.327;2663.48;1275.75;
17;113605.125;1851.21;20461.833;86129.758;39.332;2695.22;1291.75;
18;112848.444;1832.22;38292.654;67722.412;207.262;2727.71;1277.80;
19;111206.619;1834.30;38292.654;66109.367;263.161;2757.96;1277.05;
20;109026.412;1776.34;38292.654;63952.038;321.875;2703.52;1168.59;
21;106598.954;1724.67;38292.654;61851.333;395.230;2669.96;1131.01;
22;103023.467;1576.16;9552.829;86612.243;18.722;2711.87;1035.04;
23;100253.407;1365.66;9552.829;83784.577;29.674;2501.10;900.77;
