Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;88864.607;1194.32;9552.829;72348.341;276.803;1730.73;770.62;
1;87150.811;1145.86;9552.829;70727.659;380.795;1629.26;716.26;
2;86049.972;1098.95;9552.829;69671.889;428.635;1508.25;665.21;
3;86384.940;1093.87;9552.829;70031.619;455.180;1496.66;650.33;
4;87534.566;1148.90;9552.829;71202.090;453.659;1574.77;686.79;
5;90433.133;1266.57;9552.829;74062.767;388.450;1843.91;766.07;
6;93900.879;1445.14;24341.382;62786.821;416.029;2358.52;899.29;
7;98209.924;1735.72;24341.382;66912.498;338.629;2974.48;1006.77;
8;101819.907;1858.66;20461.833;74661.070;567.756;2774.37;734.48;
9;103935.085;1906.95;20461.833;76651.694;455.528;2798.08;726.23;
10;104115.476;1925.02;20461.833;76721.379;414.114;2941.95;724.53;
11;103777.903;1941.91;20461.833;76334.399;385.269;2910.12;717.14;
12;103132.912;1913.08;20461.833;75731.058;432.646;2736.37;722.85;
13;103390.897;1922.94;20461.833;76033.126;437.307;2722.95;718.00;
14;103278.856;1928.95;20461.833;75953.869;442.084;2932.64;722.23;
15;103376.753;1928.35;20461.833;76067.624;420.132;2944.08;721.69;
16;104109.908;1915.03;20461.833;76752.841;343.338;2980.43;729.43;
17;105151.521;1925.66;20461.833;77707.276;186.230;3324.24;728.36;
18;104534.006;1907.04;38292.654;59468.663;397.772;3361.22;795.18;
19;103055.607;1900.00;38292.654;58033.103;452.897;3329.81;821.60;
20;100858.194;1797.45;38292.654;55870.873;524.606;3137.60;0.00;
21;98321.087;1678.31;38292.654;53590.309;645.796;3517.99;0.00;
22;94688.292;1472.57;9552.829;78075.270;56.596;2968.39;0.00;
23;91882.901;1311.83;9552.829;75291.908;150.717;2632.93;0.00;
