temp_f,log_temp
30.002,3.4012640461066987
19.201999999999998,2.955014440275432
18.5,2.917770732084279
19.508,2.970824637847806
20.606,3.0255822955228764
32.0,3.4657359027997265
21.992,3.0906787508629447
23.0,3.1354942159291497
23.792,3.1693493897177993
20.804000000000002,3.035145275910826
8.996000000000002,2.1967800340970696
7.3039999999999985,1.9884221432926672
14.503999999999998,2.6744244734525497
31.694,3.4561273885206165
28.796,3.3602364886070566
27.104,3.299681318469644
26.402,3.273439764858568
21.596,3.0725081123560405
21.794,3.081634702554694
26.204,3.26591207086963
21.2,3.054001181677967
24.8,3.2108436531709366
24.997999999999998,3.21879582166803
17.996,2.890149510978926
17.294,2.8503596205382387
25.106,3.2231068613960168
21.002,3.0446176712838016
21.596,3.0725081123560405
25.898,3.2541657456466484
26.402,3.273439764858568
29.102,3.3708069003380867
29.606,3.3879770434913006
26.6,3.2809112157876537
25.196,3.2266852517596827
26.6,3.2809112157876537
21.794,3.081634702554694
19.292,2.9596905022067257
32.0,3.4657359027997265
33.998,3.526301699356578
33.098,3.4994728575967513
35.204,3.5611597125115653
35.204,3.5611597125115653
30.596,3.4208692814596198
32.504,3.4813631586854257
34.502,3.5410172933715525
37.292,3.6187788264344474
33.296,3.5054372696512788
36.896,3.6081031440866487
36.104,3.5864036625247
33.296,3.5054372696512788
34.304,3.535261965448337
35.204,3.5611597125115653
40.406,3.6989782887913507
33.296,3.5054372696512788
33.008,3.496749956328896
38.192,3.6426260695964743
37.202,3.616362523274759
30.902,3.4308209067282265
32.792,3.4901845832020366
39.794,3.6837161471570563
42.098,3.7400002336216507
41.594,3.727955926095729
30.308,3.4114117040691267
29.804,3.394642612691481
31.802,3.4595291808902053
34.196,3.532108678163987
24.098,3.1821288495010847
21.794,3.081634702554694
24.494,3.198428189599096
33.206,3.5027305824855945
29.498,3.3843224644373104
36.194,3.5888933592380092
39.704,3.68145193828514
36.104,3.5864036625247
32.594,3.4841282223537973
34.592,3.543622441456798
42.602000000000004,3.7519012005300927
49.496,3.9018918582286877
49.208,3.896056211906067
53.492000000000004,3.9795321100105503
55.508,4.016527154508764
52.106,3.9532801052763475
53.6,3.9815490680767565
45.698,3.8220545332663525
38.804,3.658523334099037
26.006,3.2583272806291284
26.492,3.2768428006227333
32.306,3.475252971491566
33.494,3.5113663183122865
32.0,3.4657359027997265
38.894,3.6608399970826904
30.902,3.4308209067282265
35.996,3.583407821171702
42.296,3.744692518933149
39.2,3.6686767467964168
42.007999999999996,3.7378600763355583
42.692,3.7540115490517185
57.2,4.046553898385752
48.902,3.8898182954399534
44.204,3.788815282726536
37.796,3.6322032769203796
41.504000000000005,3.7257898081340337
41.702,3.730549089285329
51.998000000000005,3.951205256303302
51.206,3.9358567126795436
35.996,3.583407821171702
41.594,3.727955926095729
52.304,3.957072849981855
56.192,4.028774398012652
60.206,4.097772015122359
43.7,3.7773481021015445
50.396,3.919911806848383
58.694,4.072337506959011
51.8,3.9473901492654373
60.403999999999996,4.101055327913542
58.496,4.068958375831685
49.694,3.9058842014687363
46.903999999999996,3.848102959661914
48.902,3.8898182954399534
43.898,3.781868760956764
53.798,3.985236291755552
58.298,4.065567787450681
62.006,4.12723115455632
46.292,3.8349691599858313
50.702,3.9259653575508517
61.592,4.120531991975748
64.094,4.160350755801371
56.696,4.037703661507955
39.596000000000004,3.678728103057561
46.202,3.8330230871939963
64.994,4.174294957942712
69.206,4.237087564067258
61.394,4.117312110508492
59.900000000000006,4.092676505121403
55.598,4.0181472293865355
57.596000000000004,4.053453120846024
48.596000000000004,3.8835412229924957
57.704,4.0553264952013715
55.004,4.007405909860698
56.606,4.036114986657923
60.29600000000001,4.099265766541169
55.292,4.012628232602111
59.198,4.080887757535491
46.4,3.8372994592322094
