Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;74230.151;1214.76;6445.184;61649.417;32.488;1472.21;872.14;
1;72754.500;992.73;6445.184;60187.051;58.867;1230.00;0.00;
2;71760.526;954.78;6445.184;59239.593;115.441;1192.30;0.00;
3;71359.541;918.62;6445.184;58850.017;129.927;1146.40;0.00;
4;71740.972;945.69;6445.184;59260.361;184.978;1202.20;0.00;
5;73859.971;1222.91;6445.184;61395.299;193.267;1481.70;817.41;
6;77531.194;1381.26;19939.502;51525.378;158.836;1712.90;0.00;
7;80953.070;1589.82;19939.502;54734.259;62.484;1883.59;1088.03;
8;85005.713;1836.29;16980.632;62138.566;348.504;2391.89;1280.81;
9;87322.995;1880.25;16980.632;64359.280;222.346;2479.12;1369.52;
10;87865.517;1891.80;16980.632;64807.549;141.043;2488.71;1332.90;
11;87940.145;1899.09;16980.632;64827.104;115.156;2475.99;1321.25;
12;87284.962;1873.88;16980.632;64159.550;105.906;2486.82;1288.98;
13;87498.374;1887.80;16980.632;64387.636;107.376;2499.55;1298.54;
14;87218.011;1906.88;16980.632;64115.040;104.980;2469.28;1324.50;
15;86677.237;1895.88;16980.632;63598.832;99.641;2475.51;1383.55;
16;86131.688;1882.25;16980.632;63054.206;77.149;2463.09;1388.24;
17;85810.579;1872.01;16980.632;62795.032;90.168;2464.02;1368.09;
18;84783.925;1849.64;16980.632;61831.200;124.472;2399.29;1200.00;
19;84338.780;1836.96;16980.632;61345.448;81.043;2486.91;1343.04;
20;84385.278;1826.18;31699.491;46674.855;103.671;2264.61;1350.74;
21;84202.837;1828.75;31699.491;46873.842;186.095;2284.20;1304.64;
22;80878.619;1784.40;31699.491;43761.340;428.125;2134.81;1308.00;
23;77079.085;1482.88;31699.491;40275.188;820.390;1732.61;1117.53;
