Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;74392.945;1393.68;6445.184;62104.082;43.347;1630.65;1032.64;
1;72790.951;1300.16;6445.184;60507.236;77.216;1494.56;974.36;
2;71649.320;1186.14;6445.184;59372.495;108.924;1336.84;904.15;
3;70748.599;1067.43;6445.184;58490.602;137.564;1186.85;794.61;
4;70607.012;1067.99;6445.184;58400.471;193.545;1215.69;788.07;
5;71618.298;1062.92;6445.184;59434.394;208.993;1225.97;787.55;
6;73397.603;1235.56;19939.502;47721.429;180.760;1440.37;908.01;
7;75297.878;1377.57;19939.502;49494.158;67.014;1571.49;1010.89;
8;78767.626;1512.60;16980.632;56225.994;351.326;1713.03;1139.95;
9;81337.994;1658.45;16980.632;58689.431;218.738;1990.04;1254.99;
10;82545.375;1683.87;16980.632;59807.261;148.481;2051.45;1258.57;
11;82757.336;1688.15;16980.632;59998.492;126.882;2058.31;1259.97;
12;82694.515;1679.19;16980.632;59924.566;122.412;2053.49;1251.77;
13;82671.514;1681.87;16980.632;59871.053;109.003;2062.21;1249.41;
14;82519.193;1683.09;16980.632;59730.464;125.182;2067.99;1251.94;
15;82228.853;1679.74;16980.632;59454.915;136.599;2081.13;1245.62;
16;82204.106;1677.34;16980.632;59438.348;140.850;2102.45;1244.87;
17;82154.010;1679.95;16980.632;59433.059;150.602;2140.34;1240.18;
18;81991.753;1679.72;16980.632;59316.193;172.596;2137.60;1236.65;
19;81822.452;1675.09;16980.632;59102.682;104.475;2136.42;1230.46;
20;82483.347;1682.27;31699.491;45063.829;104.397;2190.08;1219.58;
21;82188.068;1686.75;31699.491;44869.407;198.969;2231.56;1151.28;
22;79272.424;1639.37;31699.491;42193.962;447.356;2086.74;1067.87;
23;75970.404;1437.21;31699.491;39269.860;871.451;1691.69;1043.02;
