Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;74425.072;1057.86;6445.184;62134.068;3.236;1282.09;738.90;
1;72626.082;958.63;6445.184;60335.842;27.130;1144.37;632.62;
2;71512.923;905.56;6445.184;59248.586;62.088;1111.40;577.72;
3;70894.144;860.75;6445.184;58683.615;106.037;1099.46;523.27;
4;71301.692;776.44;6445.184;59169.302;165.709;1120.41;0.00;
5;72863.823;847.21;6445.184;60728.331;158.798;1138.90;0.00;
6;76001.283;1253.98;19939.502;50320.862;150.392;1653.65;732.07;
7;80570.156;1483.92;19939.502;54698.560;59.087;1903.91;912.80;
8;85169.759;1714.17;16980.632;62549.022;308.696;2134.85;1083.84;
9;87919.100;1902.01;16980.632;65169.499;153.563;2558.81;1287.40;
10;88675.686;1919.30;16980.632;65845.149;79.502;2616.67;1334.30;
11;88705.026;1924.76;16980.632;65831.619;55.931;2623.95;1308.54;
12;88457.240;1907.50;16980.632;65549.142;47.045;2530.97;1296.40;
13;88805.902;1918.03;16980.632;65897.638;56.792;2693.76;1302.46;
14;88682.641;1944.54;16980.632;65747.621;45.737;2669.68;1371.28;
15;87855.706;1933.38;16980.632;64931.529;47.180;2669.82;1343.95;
16;87350.865;1928.31;16980.632;64441.381;23.789;2651.51;1373.35;
17;86412.358;1921.20;16980.632;63552.389;27.382;2431.40;1391.82;
18;85483.900;1904.43;16980.632;62682.742;52.515;2383.54;1357.19;
19;84748.392;1845.60;16980.632;61983.760;79.845;2355.01;1308.50;
20;84711.767;1807.34;31699.491;47268.865;80.067;2249.12;1254.79;
21;84289.458;1811.54;31699.491;46960.494;104.723;2346.68;1261.91;
22;80887.622;1491.13;31699.491;43763.643;299.326;1887.06;1048.95;
23;77681.259;1348.01;31699.491;40847.359;640.626;1674.93;978.00;
