Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;75017.150;1383.97;6445.184;62675.554;20.912;1764.36;1016.27;
1;73118.258;1250.63;6445.184;60755.216;41.131;1555.57;956.49;
2;72069.940;1075.84;6445.184;59726.562;78.261;1287.61;799.69;
3;71044.878;1019.83;6445.184;58768.008;123.967;1208.40;742.94;
4;70843.341;992.01;6445.184;58656.641;188.201;1169.09;708.06;
5;71929.497;1041.44;6445.184;59732.181;189.441;1244.60;752.52;
6;73641.560;1180.14;19939.502;47937.671;167.283;1638.27;857.14;
7;76801.935;1441.06;19939.502;51024.044;50.998;1783.67;1034.93;
8;81145.605;1678.97;16980.632;58577.236;301.707;2113.41;1222.77;
9;84087.448;1842.93;16980.632;61375.668;159.998;2325.55;1364.06;
10;85456.780;1877.18;16980.632;62642.484;84.014;2374.72;1383.43;
11;85731.442;1881.38;16980.632;62903.860;70.563;2380.67;1374.20;
12;85403.855;1876.80;16980.632;62578.003;70.678;2388.08;1050.00;
13;85407.885;1887.23;16980.632;62579.206;69.333;2406.30;1351.24;
14;85059.450;1879.02;16980.632;62251.395;70.719;2424.64;1333.61;
15;84614.226;1883.33;16980.632;61825.838;76.110;2425.23;1363.97;
16;84325.577;1891.83;16980.632;61582.392;85.237;2426.19;1371.27;
17;83834.913;1905.98;16980.632;61134.949;95.407;2424.36;1426.72;
18;83352.731;1899.05;16980.632;60709.512;104.188;2419.63;1404.30;
19;82836.763;1888.02;16980.632;60192.341;85.772;2393.31;1394.93;
20;82769.569;1871.12;31699.491;45435.966;103.265;2403.67;1372.56;
21;82503.982;1877.43;31699.491;45261.272;178.893;2878.00;1384.06;
22;79737.378;1707.27;31699.491;42666.427;395.020;2423.75;1271.40;
23;77182.777;1494.29;31699.491;40416.703;749.741;1910.00;1128.16;
