Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;73977.816;1313.77;6445.184;61698.500;20.810;1603.08;976.88;
1;72231.316;1051.23;6445.184;59979.782;52.708;1258.12;686.77;
2;71021.213;892.21;6445.184;58799.951;93.133;1199.81;0.00;
3;70085.405;813.45;6445.184;57900.975;131.418;1109.35;0.00;
4;69829.465;806.03;6445.184;57716.285;193.014;1117.61;0.00;
5;70548.674;841.01;6445.184;58444.555;208.551;1126.37;0.00;
6;71772.517;920.95;19939.502;46166.034;202.379;1215.73;0.00;
7;74275.441;1131.78;19939.502;48506.349;85.334;1543.52;0.00;
8;78174.111;1494.62;16980.632;55610.197;352.146;1816.40;1076.91;
9;81270.058;1660.61;16980.632;58525.342;191.843;2059.75;1215.49;
10;82748.759;1705.14;16980.632;59915.045;84.161;2108.54;1281.66;
11;83194.662;1713.57;16980.632;60338.915;62.925;2077.18;1287.70;
12;83136.833;1715.51;16980.632;60269.691;60.481;2074.56;1275.26;
13;83227.987;1731.62;16980.632;60370.556;65.095;2139.14;1291.40;
14;83042.240;1732.01;16980.632;60206.968;73.582;2152.58;1282.63;
15;82829.508;1727.51;16980.632;60036.259;88.581;2109.29;1277.47;
16;82832.167;1716.34;16980.632;60066.575;97.558;2127.87;1244.27;
17;82811.450;1720.03;16980.632;60113.459;101.990;2144.32;1256.09;
18;82602.652;1710.77;16980.632;59981.090;101.273;2120.20;1252.05;
19;82396.800;1707.61;16980.632;59767.649;67.693;2113.18;1249.51;
20;82685.818;1701.84;31699.491;45366.424;79.113;2118.13;1241.90;
21;82367.950;1701.47;31699.491;45094.634;138.988;2184.41;1202.23;
22;79481.682;1654.56;31699.491;42432.754;365.436;2011.23;1151.68;
23;76819.375;1424.98;31699.491;40087.536;745.111;1751.27;1032.93;
