Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;75042.621;1484.53;6445.184;62760.895;34.364;1717.09;1186.72;
1;73280.953;1412.89;6445.184;61030.973;78.453;1622.21;1110.80;
2;72184.109;1289.99;6445.184;59957.680;116.345;1462.34;945.68;
3;71434.275;1187.08;6445.184;59224.873;143.619;1360.31;825.71;
4;71219.064;1178.22;6445.184;59068.655;199.461;1384.18;869.78;
5;72318.084;1180.80;6445.184;60199.089;209.193;1479.25;0.00;
6;74586.577;1427.11;19939.502;48965.152;180.540;1630.66;1067.28;
7;76995.495;1485.35;19939.502;51261.444;77.751;1692.15;1108.80;
8;80665.380;1715.45;16980.632;58193.845;356.630;1968.70;1278.02;
9;83256.377;1863.02;16980.632;60692.819;205.704;2253.99;1419.48;
10;84389.637;1882.25;16980.632;61762.674;116.001;2318.45;1420.07;
11;84577.304;1880.63;16980.632;61909.640;79.998;2315.16;1405.46;
12;84378.342;1894.36;16980.632;61702.056;74.585;2338.16;1381.21;
13;84612.972;1911.90;16980.632;61939.284;78.142;2331.26;1308.00;
14;84361.473;1914.31;16980.632;61677.541;88.113;2325.92;1308.00;
15;83924.556;1905.19;16980.632;61252.374;90.449;2331.35;1308.00;
16;83736.294;1900.85;16980.632;61045.418;88.593;2332.11;1308.00;
17;83383.154;1898.18;16980.632;60703.479;96.508;2336.50;1308.00;
18;82718.937;1840.66;16980.632;60077.699;115.643;2331.81;1204.80;
19;82403.401;1833.09;16980.632;59726.864;63.885;2376.76;1208.12;
20;82946.841;1837.55;31699.491;45586.134;85.480;2400.36;1217.69;
21;82489.786;1848.58;31699.491;45213.380;167.013;2407.61;1231.15;
22;79540.412;1794.88;31699.491;42462.863;391.719;2307.86;1181.19;
23;76381.484;1496.04;31699.491;39694.749;822.798;1776.07;1082.98;
