Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;92405.287;1215.70;9406.764;75748.885;59.302;2565.05;712.09;
1;90962.801;1157.92;9406.764;74359.950;136.603;2505.21;667.92;
2;90343.356;1123.81;9406.764;73794.057;198.220;1673.06;646.26;
3;90403.603;1131.11;9406.764;73884.953;235.880;1667.40;642.75;
4;91403.990;1187.86;9406.764;74953.507;287.725;1704.26;675.57;
5;93893.097;1308.61;9406.764;77376.501;181.516;1928.63;747.54;
6;96719.630;1531.29;23839.584;65767.653;153.350;2286.35;888.92;
7;100197.372;1627.16;23839.584;69098.773;108.078;2537.61;956.23;
8;103715.663;1681.93;19998.768;76609.616;256.170;2558.25;1018.31;
9;105575.723;1708.28;19998.768;78386.069;189.243;2572.47;1077.78;
10;105619.507;1719.77;19998.768;78351.314;161.599;2578.68;1121.71;
11;104872.231;1723.33;19998.768;77585.839;169.414;2572.42;1133.29;
12;103697.498;1691.86;19998.768;76389.555;178.227;2567.70;1110.84;
13;103599.424;1691.05;19998.768;76275.260;178.259;2506.71;1101.20;
14;103162.113;1680.47;19998.768;75879.365;202.702;2503.02;1088.31;
15;102667.544;1672.66;19998.768;75433.770;203.890;2502.83;1083.45;
16;102565.884;1648.60;19998.768;75339.965;154.801;2511.44;1052.03;
17;102709.996;1647.66;19998.768;75491.980;116.151;2512.39;1040.75;
18;104054.164;1668.27;37484.682;59403.125;134.301;2481.65;1071.56;
19;104174.175;1685.76;37484.682;59558.927;152.408;2475.44;1098.39;
20;102479.241;1671.13;37484.682;57903.754;214.748;2481.71;1077.41;
21;100303.737;1640.86;37484.682;55898.799;306.864;2542.47;1012.40;
22;96460.374;1560.78;9406.764;79823.567;21.723;2990.19;997.51;
23;94422.613;1260.75;9406.764;77752.670;26.215;1920.85;833.24;
