Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;90603.622;1165.56;9406.764;73952.171;154.258;1805.97;728.50;
1;89163.556;1100.96;9406.764;72597.953;269.005;1620.12;672.83;
2;88549.613;1082.46;9406.764;72050.772;344.700;1469.25;648.11;
3;88650.613;1089.09;9406.764;72185.921;380.482;1472.56;640.55;
4;89875.563;1131.21;9406.764;73434.764;385.049;1612.63;655.48;
5;92183.512;1225.40;9406.764;75679.988;311.020;1707.09;720.95;
6;94991.191;1402.75;23839.584;64042.754;263.240;2019.31;821.67;
7;98638.033;1541.76;23839.584;67497.754;178.526;2268.85;933.69;
8;102225.795;1689.92;19998.768;75182.613;367.929;2599.93;937.42;
9;104066.025;1718.43;19998.768;76940.456;290.805;2726.89;939.23;
10;103945.489;1726.46;19998.768;76776.260;269.852;2728.82;936.63;
11;103065.502;1727.87;19998.768;75864.103;267.071;2604.89;933.85;
12;102239.283;1708.95;19998.768;75023.636;270.772;2653.85;932.86;
13;102201.100;1715.03;19998.768;74990.267;267.258;2577.21;932.91;
14;101694.873;1704.40;19998.768;74507.907;285.675;2573.93;934.14;
15;101077.636;1710.49;19998.768;73891.633;279.380;2573.35;1055.62;
16;100986.502;1667.40;19998.768;73745.912;222.947;2664.92;1004.78;
17;101192.867;1681.59;19998.768;73917.093;183.296;2585.70;1016.17;
18;102560.853;1716.78;37484.682;57884.230;227.281;2629.83;1062.45;
19;102953.523;1744.44;37484.682;58313.707;242.840;2490.48;1073.07;
20;101523.059;1735.90;37484.682;56942.462;311.739;2530.06;1040.33;
21;99296.204;1704.52;37484.682;55055.446;408.968;2516.91;1025.24;
22;95444.582;1561.09;9406.764;78917.416;21.478;2390.37;977.12;
23;93151.999;1392.76;9406.764;76630.346;81.849;2112.07;881.48;
