Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;89720.999;1506.11;9406.764;73355.549;249.073;2181.33;947.18;
1;88283.654;1393.98;9406.764;72012.074;374.535;2061.20;854.28;
2;87812.882;1320.73;9406.764;71594.850;446.975;1895.42;781.79;
3;87940.848;1324.68;9406.764;71736.912;464.053;1879.15;785.79;
4;89089.182;1462.67;9406.764;72874.312;443.834;2032.89;867.07;
5;91486.389;1510.83;9406.764;75228.331;375.034;2059.21;911.84;
6;94150.457;1664.78;23839.584;63441.850;328.613;2315.75;1023.98;
7;97624.365;1838.03;23839.584;66734.904;253.688;2524.32;1124.80;
8;101250.597;1884.22;19998.768;74369.610;434.500;2519.86;1186.25;
9;103020.200;1898.87;19998.768;76032.571;331.508;2537.23;1183.92;
10;103009.808;1904.53;19998.768;75989.744;301.058;2548.14;1168.16;
11;102325.159;1914.79;19998.768;75291.913;300.460;2533.30;1161.52;
12;101472.015;1899.66;19998.768;74439.878;326.370;2516.49;1148.99;
13;101541.624;1902.40;19998.768;74509.641;334.475;2514.51;1145.02;
14;101012.262;1895.02;19998.768;74020.763;366.941;2510.27;1157.50;
15;100460.963;1880.40;19998.768;73476.484;377.801;2506.11;1151.47;
16;100212.688;1875.83;19998.768;73220.679;354.250;2490.07;1129.12;
17;100207.845;1859.46;19998.768;73203.846;326.994;2516.57;1115.16;
18;101496.819;1883.89;37484.682;57116.458;383.567;2546.88;1131.10;
19;102064.257;1891.44;37484.682;57692.247;364.901;2538.89;1176.84;
20;100682.229;1881.51;37484.682;56358.046;421.076;2581.83;1104.02;
21;98386.201;1832.97;37484.682;54255.861;519.857;2614.80;1064.47;
22;94377.634;1688.96;9406.764;77876.999;47.783;2535.03;1043.62;
23;91896.063;1546.92;9406.764;75415.657;133.803;2286.42;996.24;
