Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;93834.983;1511.68;9406.764;77377.521;94.241;2626.25;952.55;
1;92431.355;1333.69;9406.764;75992.419;152.809;2091.71;827.49;
2;91873.153;1234.49;9406.764;75481.685;206.603;1916.03;769.29;
3;92027.944;1240.23;9406.764;75654.203;231.763;1902.71;765.39;
4;93116.860;1389.36;9406.764;76719.166;222.008;2104.82;842.50;
5;95709.405;1542.19;9406.764;79217.490;168.503;2602.18;937.14;
6;99073.744;1612.27;23839.584;68117.912;133.824;2636.68;947.09;
7;102881.073;1699.66;23839.584;71761.115;97.571;2698.92;1041.84;
8;106645.934;1749.90;19998.768;79553.226;197.240;2789.55;1111.12;
9;108716.809;1759.45;19998.768;81529.985;142.726;2803.93;1154.65;
10;108941.810;1766.45;19998.768;81713.701;126.185;2811.89;1180.25;
11;108231.479;1778.42;19998.768;81002.040;132.743;2805.97;1216.58;
12;107440.471;1757.71;19998.768;80209.665;147.042;2807.28;1186.40;
13;107519.506;1762.07;19998.768;80298.705;144.843;2809.85;1173.69;
14;107091.012;1758.50;19998.768;79848.613;132.400;2810.03;1172.51;
15;106701.579;1743.48;19998.768;79446.461;116.039;2814.13;1145.99;
16;106590.805;1733.11;19998.768;79338.779;93.693;2741.30;1110.92;
17;106744.191;1731.06;19998.768;79549.338;80.985;2751.99;1083.79;
18;107758.829;1750.76;37484.682;63163.354;122.762;2788.47;1090.95;
19;107509.107;1766.00;37484.682;62929.057;137.042;2776.69;1149.14;
20;105944.721;1744.22;37484.682;61398.798;182.496;2768.58;1110.57;
21;103576.715;1714.02;37484.682;59219.932;254.566;2930.27;1111.47;
22;99733.862;1614.96;9406.764;83241.907;46.349;2801.20;1056.07;
23;97120.418;1522.65;9406.764;80548.188;45.734;2620.08;1001.21;
